Edad,hosteleria_restaurante,hosteleria_asador,hosteleria_sidreria,hosteleria_bodega,hosteleria_queseria,Gourmet_Agricultura_ecologica,Gourmet_Denominacion_de_Origen,Gourmet_Eusko_Label,Gourmet_Euskal_Baserri,Target_Review,hombre,mujer,otro,user_bizkaia,user_gipuzkoa,user_alava,local_restaurante,local_asador,local_sidreria,local_bodega,local_queseria,local_bizkaia,local_gipuzkoa,local_alava,sol,estrella,q,local_valoracion
56,1,1,1,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.4
57,1,1,1,1,1,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4.4
48,0,0,0,0,0,0,1,1,1,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,4.2
56,1,0,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.1
54,1,1,1,1,1,1,1,1,1,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3.8
58,0,0,0,1,1,1,1,1,1,4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4.1
51,1,1,1,1,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4.5
55,1,0,1,1,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4.3
47,1,1,1,0,0,1,1,0,1,4,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.6
48,1,1,0,1,1,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.7
37,1,0,1,1,1,0,0,1,1,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4.6
49,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,4.7
58,0,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4.6
45,1,1,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4.4
55,0,1,1,1,0,1,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.4
47,1,1,1,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.7
25,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.1
57,1,1,1,1,0,0,1,1,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
65,0,1,0,1,1,1,0,1,0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.1
64,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,4.1
67,1,1,1,0,1,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,4.1
48,0,0,0,1,1,0,0,1,1,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,4.6
48,0,0,0,0,1,1,1,1,1,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.2
54,0,0,0,0,1,1,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4.6
60,0,0,0,0,1,1,0,1,1,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4.9
48,1,1,1,1,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.5
69,1,1,0,0,0,0,1,1,0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.6
62,1,1,1,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.7
55,0,0,0,1,0,1,0,0,1,3,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4.1
45,1,0,0,0,1,1,0,0,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.5
53,0,1,1,1,0,0,0,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.7
65,1,0,1,0,1,0,1,0,1,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.2
60,1,1,0,1,1,0,0,1,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4.3
53,0,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,4.3
63,1,1,0,1,1,1,0,1,1,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4.4
57,1,1,1,1,0,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.4
59,1,1,1,0,1,1,0,1,1,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,4.7
64,1,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5.0
49,1,1,1,1,0,1,0,1,1,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4.4
48,1,1,0,1,1,1,1,1,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4.4
53,1,1,0,1,1,0,1,1,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.5
62,1,1,1,0,0,1,1,1,0,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3.8
65,1,1,0,1,0,0,1,1,1,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.6
54,0,0,0,0,1,1,1,1,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.3
50,0,1,1,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3.7
33,0,0,0,1,0,0,1,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4.0
64,0,1,1,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,4.5
46,1,1,0,1,1,1,1,1,0,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.2
56,1,0,0,0,1,1,1,1,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,5.0
25,0,0,1,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
48,1,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.6
63,1,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,4.6
53,1,1,1,0,0,1,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.3
55,1,1,0,1,1,1,1,1,1,5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,4.2
52,0,1,0,0,0,0,1,0,1,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.4
64,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.3
59,0,1,0,1,1,0,1,0,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4.7
52,1,1,1,1,1,1,0,0,1,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4.5
53,1,1,1,1,1,0,1,0,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3.8
48,0,1,1,1,0,0,0,1,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4.4
49,0,0,0,1,1,1,1,1,1,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,4.4
74,1,1,1,1,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.1
63,1,1,1,1,1,0,0,0,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.1
57,1,0,1,0,1,1,1,0,1,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,4.8
69,1,1,0,1,1,0,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.9
30,0,1,0,0,0,1,0,1,1,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4.5
57,1,1,1,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4.2
55,1,1,0,1,0,1,1,1,0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.6
52,1,1,0,1,1,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4.4
49,0,1,1,1,0,1,0,1,1,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.5
51,1,1,1,1,1,1,1,1,0,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4.8
50,0,0,0,0,1,0,1,0,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.6
47,1,1,1,0,1,1,0,0,1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.9
50,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4.5
46,1,1,1,0,1,0,1,1,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3.7
64,1,1,1,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,4.7
64,1,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3.9
54,0,0,1,1,1,1,0,0,1,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4.6
55,1,1,1,1,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,3.9
60,1,1,1,1,0,0,1,1,1,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4.8
63,1,1,0,1,1,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.7
65,1,1,1,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,3.7
48,1,0,1,1,1,0,1,1,1,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,4.1
59,0,0,0,1,1,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.6
56,0,0,0,1,1,0,0,0,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,4.4
60,1,1,1,1,1,1,1,1,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,4.6
54,1,1,1,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,3.7
63,1,1,0,1,0,0,1,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,5.0
56,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.6
38,1,0,1,1,1,1,1,1,1,5,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.5
52,1,0,0,1,1,1,1,1,1,5,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.7
58,1,1,1,0,0,0,1,1,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.9
65,1,0,0,0,0,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,4.2
60,1,1,0,1,0,0,1,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.5
54,0,1,1,0,1,0,1,1,1,4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4.7
51,0,1,1,0,1,0,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.7
57,1,1,1,0,0,1,0,1,1,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,4.0
47,1,1,1,1,0,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.1
66,1,1,1,0,1,1,0,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.5
50,1,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,4.8
54,1,0,1,1,1,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.1
56,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,4.5
71,1,0,1,0,0,1,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.4
57,1,1,0,0,1,1,1,1,1,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4.6
52,1,0,0,0,1,0,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,4.6
34,1,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.7
63,1,1,0,1,1,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.4
55,1,1,0,1,1,1,1,1,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4.9
40,1,1,1,1,0,0,0,1,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4.0
62,1,1,0,1,1,0,1,1,1,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4.4
57,0,1,1,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4.5
50,1,1,1,0,0,1,1,1,1,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4.6
56,1,0,0,1,0,1,1,1,1,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3.6
53,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,4.3
46,1,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.1
46,0,1,0,0,0,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.6
56,0,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.8
58,0,0,1,1,0,1,1,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,4.3
47,1,0,1,0,1,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,5.0
60,0,1,1,1,1,0,1,1,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5.0
65,0,0,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.5
52,1,1,1,1,1,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,3.9
54,0,0,1,1,0,1,1,1,1,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3.7
56,0,0,0,0,1,1,0,1,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,4.4
55,0,1,1,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4.5
60,0,1,1,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,4.3
57,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.9
63,0,0,0,0,1,1,0,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.8
65,1,1,0,1,1,1,0,1,1,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4.7
54,0,1,1,1,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4.9
64,1,1,0,1,0,1,0,1,1,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4.7
53,1,1,1,1,0,1,0,1,1,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.8
65,0,1,0,0,1,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,3.9
31,1,1,1,1,1,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.5
55,0,0,1,0,1,0,1,0,1,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.5
48,0,0,1,0,0,0,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5
52,1,0,1,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4.1
48,1,1,0,1,0,1,0,1,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4.3
34,0,0,0,1,1,0,1,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.5
31,1,0,0,1,1,1,1,1,1,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5.0
56,1,1,1,0,1,0,0,1,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4.4
61,0,1,1,1,1,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.0
60,0,0,0,1,0,1,1,1,0,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4.2
47,1,1,1,1,1,1,1,1,1,5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,4.6
53,1,0,1,0,1,1,1,1,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4.1
65,1,0,1,0,1,0,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.1
52,0,0,0,1,1,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,4.4
51,0,0,1,0,1,0,1,1,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,4.2
61,1,0,1,1,1,1,1,1,1,5,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,4.1
61,1,1,1,0,0,0,1,1,1,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4.5
52,1,0,1,1,1,0,1,0,1,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3.9
28,1,0,1,1,1,1,1,0,1,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.4
62,0,1,0,0,1,1,1,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,4.9
53,1,0,0,0,1,1,1,1,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.7
54,1,1,1,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4.7
51,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,4.2
51,1,1,0,0,1,1,1,1,0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4.8
49,1,1,1,1,1,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4.7
62,1,1,1,1,1,0,0,1,1,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4.7
57,1,0,1,1,0,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,5.0
46,1,1,0,1,1,1,1,1,0,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4.8
41,1,1,1,1,1,1,0,1,1,5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,4.3
63,1,1,1,1,0,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,4.3
68,1,1,1,1,1,1,1,1,1,5,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4.2
65,0,1,1,1,1,1,1,1,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4.8
49,1,1,1,0,0,1,0,0,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4.3
57,1,1,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.0
48,1,0,0,1,1,0,1,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4.3
45,1,0,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,4.6
48,0,0,0,0,1,1,1,1,1,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4.3
49,1,1,0,1,1,0,1,1,1,4,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,4.5
55,0,0,1,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4.2
52,1,1,1,1,1,1,1,0,1,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.4
54,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4.3
61,1,1,1,1,1,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.5
64,1,1,1,0,1,1,0,0,1,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4.5
63,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.7
65,0,0,0,1,0,1,1,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4.4
63,1,1,0,1,0,1,0,1,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4.0
46,1,1,1,0,0,0,1,1,1,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4.6
63,1,1,1,1,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.2
65,1,1,0,1,1,1,1,1,1,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.8
48,1,0,1,1,1,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,4.3
54,1,0,0,1,1,0,0,1,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4.6
58,0,1,1,1,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,4.6
55,0,1,0,1,1,1,1,1,1,5,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4.8
46,1,1,1,1,0,1,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,4.2
47,0,1,1,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4.4
56,1,1,1,0,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4.5
48,1,1,1,1,0,0,1,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4.6
58,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4.3
64,1,0,1,1,1,1,0,1,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,4.4
55,0,0,0,1,1,0,0,1,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4.6
47,1,0,0,1,1,1,0,1,0,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,4.5
33,1,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4.3
51,0,0,1,1,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.2
48,1,1,0,0,1,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4.5
51,1,1,1,1,0,0,1,0,0,5,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4.2
36,0,0,0,0,1,1,1,1,1,5,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5.0
54,1,1,1,1,0,1,1,1,0,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,4.0
55,1,0,0,1,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.4
64,1,0,1,1,1,1,0,1,1,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4.3
46,1,1,1,1,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,4.3
47,0,1,1,1,1,1,1,1,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4.1
65,0,0,0,1,1,1,1,1,1,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.7
65,1,1,1,0,1,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4.6
53,1,1,1,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,4.4
54,1,1,1,1,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4.2
53,1,1,1,1,1,1,1,0,0,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4.5
58,0,0,1,1,1,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5.0
60,1,1,1,1,1,0,1,1,0,4,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4.0
48,1,1,1,0,1,1,0,1,1,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4.2
61,1,0,1,1,0,1,0,1,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4.3
49,1,1,1,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4.1
67,0,0,0,0,0,1,1,1,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.6
61,1,1,0,1,0,1,1,0,1,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4.3
65,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,4.6
61,1,1,1,1,1,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4.3
46,0,1,1,1,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4.4
56,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4.5
74,1,1,0,1,1,1,0,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,4.4
62,0,0,0,1,0,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,4.1
71,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4.1
35,0,0,0,1,0,1,0,0,1,4,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4.6
45,0,0,1,1,1,1,1,1,0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,4.4
54,1,1,1,0,1,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0
52,1,0,1,1,1,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3.9
61,0,0,0,0,1,1,1,1,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4.7
49,1,0,1,1,1,1,1,1,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.4
