user_id,gastro_id,puntuacion,texto,created_at
997,365,5,"De los mejores que he probado, una joya.",2025-06-16 00:00:00
93,367,4,,2026-05-06 00:00:00
111,367,4,"Buena experiencia, repetiría.",2024-09-05 00:00:00
922,367,4,"Rico y bien elaborado, lo recomiendo.",2025-04-11 00:00:00
1106,367,4,"Rico y bien elaborado, lo recomiendo.",2025-03-31 00:00:00
1782,367,5,"Producto de primera calidad, servicio impecable.",2024-03-22 00:00:00
207,367,5,"Producto de primera calidad, servicio impecable.",2025-10-31 00:00:00
1654,367,4,,2026-03-16 00:00:00
423,367,5,"La mejor comida del País Vasco, sin exagerar.",2025-07-04 00:00:00
798,367,3,Ni mal ni especialmente bien.,2025-11-12 00:00:00
641,367,4,,2024-10-20 00:00:00
808,367,4,,2025-02-22 00:00:00
300,367,5,"De los mejores que he probado, una joya.",2025-05-21 00:00:00
1011,367,4,"Rico y bien elaborado, lo recomiendo.",2025-04-09 00:00:00
1611,367,4,,2024-09-26 00:00:00
890,367,5,"Un lujo para el paladar, altamente recomendable.",2026-01-30 00:00:00
987,367,4,"Producto fresco y bien tratado, muy satisfecho.",2024-01-25 00:00:00
1707,367,4,"Rico y bien elaborado, lo recomiendo.",2025-06-11 00:00:00
1423,367,3,"Normal, la calidad era buena pero el servicio flojo.",2024-12-28 00:00:00
519,367,5,"La mejor comida del País Vasco, sin exagerar.",2025-12-30 00:00:00
1777,367,5,,2026-04-24 00:00:00
1164,367,3,Ni mal ni especialmente bien.,2024-04-20 00:00:00
680,368,4,,2026-01-26 00:00:00
528,368,3,"Normal, la calidad era buena pero el servicio flojo.",2025-10-07 00:00:00
242,368,5,"Producto de primera calidad, servicio impecable.",2026-02-14 00:00:00
1025,368,4,,2024-07-06 00:00:00
1176,368,5,"De los mejores que he probado, una joya.",2024-03-26 00:00:00
724,368,5,,2025-08-30 00:00:00
955,368,5,"Un lujo para el paladar, altamente recomendable.",2024-11-24 00:00:00
732,368,5,"De los mejores que he probado, una joya.",2024-10-13 00:00:00
1292,368,4,,2024-10-31 00:00:00
1808,368,4,,2025-06-14 00:00:00
329,368,4,"Producto fresco y bien tratado, muy satisfecho.",2024-10-19 00:00:00
771,368,5,,2024-07-01 00:00:00
280,368,2,,2026-01-22 00:00:00
1258,368,3,"Normal, la calidad era buena pero el servicio flojo.",2025-06-15 00:00:00
1468,368,5,"Producto de primera calidad, servicio impecable.",2024-04-11 00:00:00
1967,369,5,,2024-10-21 00:00:00
1283,369,5,"La mejor comida del País Vasco, sin exagerar.",2024-10-22 00:00:00
324,369,3,,2025-09-12 00:00:00
1819,369,5,"Producto de primera calidad, servicio impecable.",2024-05-24 00:00:00
1037,369,5,"De los mejores que he probado, una joya.",2026-02-11 00:00:00
307,369,4,Muy buena relación calidad-precio.,2025-07-06 00:00:00
1851,369,4,,2025-05-15 00:00:00
1524,369,4,,2024-07-27 00:00:00
1474,369,4,"Producto fresco y bien tratado, muy satisfecho.",2026-01-19 00:00:00
1429,369,4,,2025-04-09 00:00:00
403,369,5,,2025-12-24 00:00:00
425,369,4,,2025-03-18 00:00:00
1388,369,5,,2024-05-20 00:00:00
442,369,3,"Correcto, sin más. Esperaba algo más.",2024-12-28 00:00:00
883,369,5,"La mejor comida del País Vasco, sin exagerar.",2026-01-14 00:00:00
1573,369,5,,2024-12-09 00:00:00
1576,369,5,"De los mejores que he probado, una joya.",2025-11-19 00:00:00
733,370,5,"Producto de primera calidad, servicio impecable.",2024-02-09 00:00:00
1521,370,5,"De los mejores que he probado, una joya.",2024-11-21 00:00:00
519,370,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-10-11 00:00:00
1398,370,5,,2025-08-23 00:00:00
83,370,5,"La mejor comida del País Vasco, sin exagerar.",2024-09-28 00:00:00
1689,370,5,"La mejor comida del País Vasco, sin exagerar.",2026-01-21 00:00:00
903,370,5,,2025-10-12 00:00:00
1283,370,2,"No cumplió expectativas, he comido mejor.",2024-01-04 00:00:00
444,370,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-08-01 00:00:00
1363,370,5,,2025-12-05 00:00:00
1553,370,5,"De los mejores que he probado, una joya.",2024-08-28 00:00:00
951,370,5,"La mejor comida del País Vasco, sin exagerar.",2024-11-03 00:00:00
1242,370,4,"Producto fresco y bien tratado, muy satisfecho.",2025-05-16 00:00:00
495,373,4,"Buena experiencia, repetiría.",2025-07-10 00:00:00
217,373,4,,2024-04-25 00:00:00
1597,373,3,"Aceptable, hay opciones mejores en la zona.",2025-03-05 00:00:00
196,373,3,,2025-11-09 00:00:00
546,373,4,,2024-11-22 00:00:00
1719,373,4,,2025-02-11 00:00:00
699,373,5,"Un lujo para el paladar, altamente recomendable.",2026-05-10 00:00:00
1949,373,4,"Producto fresco y bien tratado, muy satisfecho.",2025-12-04 00:00:00
1962,373,4,,2025-06-03 00:00:00
540,373,5,"Un lujo para el paladar, altamente recomendable.",2024-03-03 00:00:00
85,373,4,,2025-11-22 00:00:00
1421,373,4,"Producto fresco y bien tratado, muy satisfecho.",2025-03-11 00:00:00
908,373,5,"Producto de primera calidad, servicio impecable.",2025-05-12 00:00:00
199,373,3,,2026-04-18 00:00:00
1426,373,4,"Rico y bien elaborado, lo recomiendo.",2025-08-09 00:00:00
62,373,4,Muy buena relación calidad-precio.,2025-09-20 00:00:00
1748,373,4,,2025-07-06 00:00:00
276,373,3,"Normal, la calidad era buena pero el servicio flojo.",2024-04-02 00:00:00
1476,374,5,,2024-12-27 00:00:00
1383,374,4,Muy buena relación calidad-precio.,2025-06-15 00:00:00
1676,374,5,"La mejor comida del País Vasco, sin exagerar.",2026-05-08 00:00:00
504,374,5,"La mejor comida del País Vasco, sin exagerar.",2024-10-24 00:00:00
1225,374,5,"Producto de primera calidad, servicio impecable.",2025-02-27 00:00:00
1176,374,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-02-06 00:00:00
746,374,5,"De los mejores que he probado, una joya.",2024-04-14 00:00:00
979,374,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-06-09 00:00:00
635,374,5,,2025-10-08 00:00:00
282,374,5,,2024-10-05 00:00:00
1641,375,4,"Producto fresco y bien tratado, muy satisfecho.",2025-11-02 00:00:00
1979,375,4,"Buena experiencia, repetiría.",2024-03-27 00:00:00
785,375,5,"Un lujo para el paladar, altamente recomendable.",2024-01-21 00:00:00
98,375,5,"De los mejores que he probado, una joya.",2024-06-04 00:00:00
1610,375,4,"Producto fresco y bien tratado, muy satisfecho.",2024-07-17 00:00:00
1217,375,5,"Producto de primera calidad, servicio impecable.",2025-03-11 00:00:00
399,375,5,,2024-10-07 00:00:00
995,375,5,,2025-11-02 00:00:00
1496,375,4,"Producto fresco y bien tratado, muy satisfecho.",2024-04-05 00:00:00
1549,375,5,"Producto de primera calidad, servicio impecable.",2025-05-09 00:00:00
1004,375,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-09-07 00:00:00
616,375,5,"Un lujo para el paladar, altamente recomendable.",2025-01-16 00:00:00
1950,375,5,"Un lujo para el paladar, altamente recomendable.",2024-08-17 00:00:00
1335,375,4,,2026-02-28 00:00:00
825,375,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-04-21 00:00:00
566,375,5,,2026-04-09 00:00:00
1473,375,5,,2025-07-28 00:00:00
488,375,5,"Un lujo para el paladar, altamente recomendable.",2025-08-30 00:00:00
345,375,4,,2025-09-23 00:00:00
1065,375,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-02-17 00:00:00
585,375,5,"Producto de primera calidad, servicio impecable.",2025-02-25 00:00:00
1267,375,5,,2024-06-03 00:00:00
234,375,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-02-20 00:00:00
777,377,2,,2024-08-02 00:00:00
813,377,3,Ni mal ni especialmente bien.,2025-05-26 00:00:00
1575,377,4,"Buena experiencia, repetiría.",2025-04-17 00:00:00
1929,377,4,Muy buena relación calidad-precio.,2024-04-17 00:00:00
251,377,5,,2024-05-10 00:00:00
849,377,4,,2026-02-05 00:00:00
969,377,4,,2024-04-26 00:00:00
759,377,4,"Rico y bien elaborado, lo recomiendo.",2025-10-03 00:00:00
731,377,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-03-04 00:00:00
107,377,3,,2025-03-21 00:00:00
1383,377,3,"Aceptable, hay opciones mejores en la zona.",2025-06-19 00:00:00
878,377,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-10-27 00:00:00
392,377,5,,2025-12-02 00:00:00
1641,377,4,"Buena experiencia, repetiría.",2025-06-15 00:00:00
1613,377,4,"Rico y bien elaborado, lo recomiendo.",2024-12-04 00:00:00
1363,378,3,"Bien pero sin sorpresas, precio algo elevado.",2024-06-17 00:00:00
584,378,4,Muy buena relación calidad-precio.,2024-11-21 00:00:00
1162,378,4,,2024-03-09 00:00:00
132,378,3,,2025-12-19 00:00:00
385,378,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-04-14 00:00:00
823,378,5,,2025-04-24 00:00:00
1881,378,5,,2025-10-13 00:00:00
761,378,5,,2025-10-05 00:00:00
1337,378,3,,2024-10-18 00:00:00
514,378,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-01-16 00:00:00
594,379,4,"Producto fresco y bien tratado, muy satisfecho.",2024-09-17 00:00:00
1477,379,4,"Rico y bien elaborado, lo recomiendo.",2024-03-20 00:00:00
1751,379,5,,2024-08-09 00:00:00
387,379,4,,2024-04-14 00:00:00
193,379,4,"Producto fresco y bien tratado, muy satisfecho.",2024-12-04 00:00:00
1802,379,5,"De los mejores que he probado, una joya.",2024-10-10 00:00:00
706,379,3,Ni mal ni especialmente bien.,2025-11-15 00:00:00
1109,379,3,,2024-01-03 00:00:00
724,379,4,Muy buena relación calidad-precio.,2026-04-02 00:00:00
248,379,4,,2025-05-01 00:00:00
1184,379,3,,2024-02-23 00:00:00
1055,379,4,"Producto fresco y bien tratado, muy satisfecho.",2025-11-11 00:00:00
408,379,5,,2026-02-17 00:00:00
910,379,4,"Producto fresco y bien tratado, muy satisfecho.",2026-03-03 00:00:00
1602,379,5,"Producto de primera calidad, servicio impecable.",2026-05-08 00:00:00
1187,379,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-05-12 00:00:00
170,380,5,,2025-10-10 00:00:00
368,380,4,"Producto fresco y bien tratado, muy satisfecho.",2025-07-27 00:00:00
1526,380,4,"Buena experiencia, repetiría.",2025-12-02 00:00:00
44,380,4,"Buena experiencia, repetiría.",2024-07-01 00:00:00
1643,380,5,"Un lujo para el paladar, altamente recomendable.",2026-02-28 00:00:00
29,380,5,"La mejor comida del País Vasco, sin exagerar.",2025-09-23 00:00:00
1323,380,4,"Rico y bien elaborado, lo recomiendo.",2025-01-26 00:00:00
737,380,4,Muy buena relación calidad-precio.,2024-07-19 00:00:00
1229,380,4,Muy buena relación calidad-precio.,2025-08-23 00:00:00
1403,380,4,,2025-01-12 00:00:00
691,380,2,Decepcionante para el precio que cobran.,2025-09-13 00:00:00
215,380,5,"Un lujo para el paladar, altamente recomendable.",2025-02-11 00:00:00
141,380,5,"Producto de primera calidad, servicio impecable.",2024-10-07 00:00:00
1183,380,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-01-05 00:00:00
1046,380,4,"Producto fresco y bien tratado, muy satisfecho.",2025-05-17 00:00:00
1496,380,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-04-06 00:00:00
1025,380,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-12-31 00:00:00
852,380,4,"Rico y bien elaborado, lo recomiendo.",2024-03-25 00:00:00
84,381,4,Muy buena relación calidad-precio.,2025-03-30 00:00:00
405,381,5,,2024-04-09 00:00:00
358,381,2,,2026-05-23 00:00:00
681,381,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-12-06 00:00:00
844,381,5,"Producto de primera calidad, servicio impecable.",2025-12-27 00:00:00
1021,381,4,"Buena experiencia, repetiría.",2025-06-12 00:00:00
960,381,5,"Un lujo para el paladar, altamente recomendable.",2026-05-07 00:00:00
544,381,5,,2024-07-16 00:00:00
58,381,5,"Producto de primera calidad, servicio impecable.",2024-03-26 00:00:00
1218,381,5,,2025-09-15 00:00:00
801,381,5,"La mejor comida del País Vasco, sin exagerar.",2025-10-12 00:00:00
602,381,4,Muy buena relación calidad-precio.,2024-11-14 00:00:00
1742,381,5,"Producto de primera calidad, servicio impecable.",2025-04-22 00:00:00
1505,381,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-04-19 00:00:00
1725,381,3,"Bien pero sin sorpresas, precio algo elevado.",2026-01-17 00:00:00
996,381,4,,2025-10-03 00:00:00
260,381,3,"Correcto, sin más. Esperaba algo más.",2024-08-10 00:00:00
1115,384,4,"Rico y bien elaborado, lo recomiendo.",2024-11-11 00:00:00
360,384,5,"La mejor comida del País Vasco, sin exagerar.",2026-02-04 00:00:00
942,384,5,,2024-02-24 00:00:00
1940,384,4,,2024-10-12 00:00:00
1515,384,4,,2024-08-19 00:00:00
1632,384,4,,2024-07-23 00:00:00
65,384,5,,2025-12-15 00:00:00
1303,384,3,,2024-12-29 00:00:00
1670,384,4,,2025-10-19 00:00:00
101,384,5,"La mejor comida del País Vasco, sin exagerar.",2024-02-07 00:00:00
1714,384,3,"Bien pero sin sorpresas, precio algo elevado.",2025-07-04 00:00:00
1103,384,5,"Un lujo para el paladar, altamente recomendable.",2024-12-21 00:00:00
396,384,3,"Aceptable, hay opciones mejores en la zona.",2024-07-31 00:00:00
643,384,3,Ni mal ni especialmente bien.,2026-04-29 00:00:00
569,384,5,,2025-06-09 00:00:00
784,386,5,,2025-04-23 00:00:00
343,386,5,"De los mejores que he probado, una joya.",2025-11-05 00:00:00
454,386,5,"Un lujo para el paladar, altamente recomendable.",2025-08-23 00:00:00
1159,386,5,"De los mejores que he probado, una joya.",2024-02-04 00:00:00
854,386,5,,2025-01-02 00:00:00
1035,386,4,,2025-03-07 00:00:00
1334,386,4,,2024-04-12 00:00:00
1714,386,5,"La mejor comida del País Vasco, sin exagerar.",2025-04-23 00:00:00
520,386,5,"Un lujo para el paladar, altamente recomendable.",2026-04-08 00:00:00
989,386,4,"Producto fresco y bien tratado, muy satisfecho.",2026-01-18 00:00:00
1954,386,4,"Buena experiencia, repetiría.",2026-01-10 00:00:00
673,386,4,,2025-11-25 00:00:00
1197,386,4,,2024-08-27 00:00:00
179,386,5,"De los mejores que he probado, una joya.",2024-04-20 00:00:00
1219,386,5,"De los mejores que he probado, una joya.",2025-02-14 00:00:00
178,386,5,,2024-06-19 00:00:00
1922,386,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-07-22 00:00:00
1444,386,3,"Bien pero sin sorpresas, precio algo elevado.",2024-05-13 00:00:00
1585,386,4,Muy buena relación calidad-precio.,2024-04-02 00:00:00
1420,386,5,"Producto de primera calidad, servicio impecable.",2025-04-14 00:00:00
1184,386,5,"La mejor comida del País Vasco, sin exagerar.",2024-07-24 00:00:00
1973,387,3,,2024-03-23 00:00:00
625,387,5,"Un lujo para el paladar, altamente recomendable.",2024-04-02 00:00:00
259,387,4,,2025-07-22 00:00:00
400,387,4,"Producto fresco y bien tratado, muy satisfecho.",2024-06-12 00:00:00
1181,387,4,"Producto fresco y bien tratado, muy satisfecho.",2025-12-16 00:00:00
129,387,5,"Un lujo para el paladar, altamente recomendable.",2026-05-01 00:00:00
1734,387,5,,2024-04-08 00:00:00
1927,387,4,,2024-05-16 00:00:00
497,387,5,,2024-10-16 00:00:00
906,387,5,"Un lujo para el paladar, altamente recomendable.",2025-09-03 00:00:00
44,387,5,,2025-05-15 00:00:00
1356,388,4,Muy buena relación calidad-precio.,2024-08-15 00:00:00
229,388,3,,2024-08-28 00:00:00
1400,388,4,,2026-04-22 00:00:00
890,388,4,"Producto fresco y bien tratado, muy satisfecho.",2024-03-20 00:00:00
1896,388,4,,2024-07-11 00:00:00
282,388,5,,2024-04-05 00:00:00
1296,388,4,"Producto fresco y bien tratado, muy satisfecho.",2024-06-03 00:00:00
772,388,4,"Producto fresco y bien tratado, muy satisfecho.",2024-02-05 00:00:00
1918,388,5,"La mejor comida del País Vasco, sin exagerar.",2024-06-16 00:00:00
667,388,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-04-21 00:00:00
1928,388,4,,2026-01-20 00:00:00
1309,389,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-06-13 00:00:00
1316,389,4,"Producto fresco y bien tratado, muy satisfecho.",2025-12-03 00:00:00
1917,389,4,"Producto fresco y bien tratado, muy satisfecho.",2025-03-08 00:00:00
6,389,5,,2024-09-21 00:00:00
500,389,4,,2026-04-06 00:00:00
1863,389,3,"Aceptable, hay opciones mejores en la zona.",2026-03-10 00:00:00
1873,389,4,,2025-07-01 00:00:00
1452,389,2,,2024-07-02 00:00:00
1540,389,3,"Normal, la calidad era buena pero el servicio flojo.",2025-11-21 00:00:00
181,389,5,,2025-12-25 00:00:00
1032,389,4,,2026-04-12 00:00:00
465,389,4,"Producto fresco y bien tratado, muy satisfecho.",2024-02-19 00:00:00
363,389,5,,2025-05-16 00:00:00
1630,389,5,,2025-09-05 00:00:00
507,390,5,,2024-12-11 00:00:00
1916,390,4,Muy buena relación calidad-precio.,2025-07-09 00:00:00
1855,390,4,,2025-03-03 00:00:00
923,390,5,,2025-10-13 00:00:00
1703,390,5,,2026-01-19 00:00:00
910,390,5,"La mejor comida del País Vasco, sin exagerar.",2024-06-28 00:00:00
855,390,5,,2026-01-14 00:00:00
314,390,5,"Producto de primera calidad, servicio impecable.",2024-12-19 00:00:00
860,390,3,"Bien pero sin sorpresas, precio algo elevado.",2026-04-25 00:00:00
1081,390,3,Ni mal ni especialmente bien.,2025-08-05 00:00:00
655,392,4,,2025-01-16 00:00:00
271,392,4,Muy buena relación calidad-precio.,2025-01-26 00:00:00
1782,392,5,"Producto de primera calidad, servicio impecable.",2025-10-14 00:00:00
947,392,4,Muy buena relación calidad-precio.,2024-07-07 00:00:00
1764,392,3,,2025-10-30 00:00:00
1178,392,4,,2025-03-19 00:00:00
1357,392,3,Ni mal ni especialmente bien.,2024-09-24 00:00:00
1618,392,3,Ni mal ni especialmente bien.,2026-05-24 00:00:00
1327,392,4,Muy buena relación calidad-precio.,2025-01-18 00:00:00
805,392,5,,2025-03-23 00:00:00
1032,392,5,"La mejor comida del País Vasco, sin exagerar.",2024-10-10 00:00:00
1614,392,4,,2025-02-12 00:00:00
754,392,3,"Aceptable, hay opciones mejores en la zona.",2024-01-06 00:00:00
784,392,5,,2025-02-28 00:00:00
190,392,4,,2025-04-18 00:00:00
1836,392,4,"Buena experiencia, repetiría.",2024-04-09 00:00:00
180,392,3,,2024-11-28 00:00:00
1306,392,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-04-26 00:00:00
835,392,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-12-02 00:00:00
819,392,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-01-13 00:00:00
347,393,4,,2026-04-22 00:00:00
695,393,4,"Producto fresco y bien tratado, muy satisfecho.",2024-08-03 00:00:00
125,393,4,,2025-02-03 00:00:00
543,393,5,,2026-05-22 00:00:00
1545,393,5,,2025-05-13 00:00:00
1777,393,3,,2024-07-31 00:00:00
445,393,5,"Producto de primera calidad, servicio impecable.",2024-10-25 00:00:00
935,393,5,"Un lujo para el paladar, altamente recomendable.",2024-01-31 00:00:00
946,393,5,"De los mejores que he probado, una joya.",2024-12-26 00:00:00
1755,393,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-02-08 00:00:00
1534,393,3,"Normal, la calidad era buena pero el servicio flojo.",2024-08-28 00:00:00
1031,393,5,"Un lujo para el paladar, altamente recomendable.",2025-09-13 00:00:00
1350,393,3,,2025-02-09 00:00:00
1387,394,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-10-23 00:00:00
503,394,5,,2026-03-07 00:00:00
1290,394,3,Ni mal ni especialmente bien.,2025-02-22 00:00:00
1763,394,5,,2025-09-05 00:00:00
844,394,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-11-11 00:00:00
1829,394,3,"Aceptable, hay opciones mejores en la zona.",2025-05-29 00:00:00
1988,394,5,"Un lujo para el paladar, altamente recomendable.",2025-05-21 00:00:00
210,394,5,,2025-04-05 00:00:00
468,394,4,"Producto fresco y bien tratado, muy satisfecho.",2024-10-22 00:00:00
1905,394,4,"Producto fresco y bien tratado, muy satisfecho.",2025-11-02 00:00:00
72,395,4,"Producto fresco y bien tratado, muy satisfecho.",2025-08-17 00:00:00
826,395,5,"Un lujo para el paladar, altamente recomendable.",2024-07-12 00:00:00
584,395,4,"Rico y bien elaborado, lo recomiendo.",2025-09-16 00:00:00
1628,395,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-08-07 00:00:00
1609,395,5,"Producto de primera calidad, servicio impecable.",2025-09-16 00:00:00
922,395,3,"Normal, la calidad era buena pero el servicio flojo.",2025-12-01 00:00:00
1220,395,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-03-19 00:00:00
1216,395,3,"Bien pero sin sorpresas, precio algo elevado.",2026-05-20 00:00:00
1664,395,2,"No cumplió expectativas, he comido mejor.",2024-06-28 00:00:00
857,395,5,"La mejor comida del País Vasco, sin exagerar.",2024-11-26 00:00:00
555,395,3,,2024-02-01 00:00:00
533,395,3,"Bien pero sin sorpresas, precio algo elevado.",2025-12-01 00:00:00
1079,395,4,"Rico y bien elaborado, lo recomiendo.",2025-04-17 00:00:00
904,395,4,,2025-09-10 00:00:00
886,395,5,"La mejor comida del País Vasco, sin exagerar.",2024-09-07 00:00:00
180,395,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-02-05 00:00:00
508,396,5,"De los mejores que he probado, una joya.",2025-04-26 00:00:00
1631,396,2,,2025-03-03 00:00:00
1900,396,3,Ni mal ni especialmente bien.,2024-05-03 00:00:00
270,396,5,"De los mejores que he probado, una joya.",2026-01-01 00:00:00
1000,396,4,Muy buena relación calidad-precio.,2024-10-26 00:00:00
430,396,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-01-07 00:00:00
122,396,4,"Producto fresco y bien tratado, muy satisfecho.",2025-03-14 00:00:00
657,396,4,,2026-05-17 00:00:00
285,396,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-01-09 00:00:00
1430,396,4,"Buena experiencia, repetiría.",2024-05-25 00:00:00
863,397,2,"No cumplió expectativas, he comido mejor.",2024-09-27 00:00:00
1325,397,4,Muy buena relación calidad-precio.,2025-04-14 00:00:00
531,397,3,"Bien pero sin sorpresas, precio algo elevado.",2026-02-14 00:00:00
25,397,3,,2025-03-31 00:00:00
1042,397,4,"Buena experiencia, repetiría.",2025-08-04 00:00:00
1219,397,5,,2024-05-23 00:00:00
1930,397,4,,2024-08-14 00:00:00
1184,397,3,"Aceptable, hay opciones mejores en la zona.",2024-11-10 00:00:00
948,397,2,,2025-10-11 00:00:00
1155,397,5,"Producto de primera calidad, servicio impecable.",2024-06-07 00:00:00
1784,398,5,"La mejor comida del País Vasco, sin exagerar.",2025-09-14 00:00:00
1701,398,5,"La mejor comida del País Vasco, sin exagerar.",2024-01-29 00:00:00
1055,398,4,"Rico y bien elaborado, lo recomiendo.",2025-08-21 00:00:00
1394,398,4,"Nos fue muy bien, cocina honesta y sabrosa.",2026-02-02 00:00:00
1774,398,3,"Normal, la calidad era buena pero el servicio flojo.",2025-09-25 00:00:00
997,398,2,"No cumplió expectativas, he comido mejor.",2025-08-24 00:00:00
634,398,3,,2025-01-18 00:00:00
1516,398,5,"La mejor comida del País Vasco, sin exagerar.",2025-06-21 00:00:00
442,398,4,"Producto fresco y bien tratado, muy satisfecho.",2024-01-15 00:00:00
785,398,5,,2024-08-18 00:00:00
779,399,5,,2024-10-11 00:00:00
1966,399,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-10-27 00:00:00
790,399,3,Ni mal ni especialmente bien.,2025-10-15 00:00:00
159,399,3,Ni mal ni especialmente bien.,2024-08-21 00:00:00
178,399,4,Muy buena relación calidad-precio.,2025-02-12 00:00:00
1187,399,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-03-09 00:00:00
1207,399,3,Ni mal ni especialmente bien.,2024-03-22 00:00:00
845,399,2,,2025-08-03 00:00:00
869,399,4,,2026-03-27 00:00:00
110,399,4,"Rico y bien elaborado, lo recomiendo.",2024-08-21 00:00:00
330,403,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-09-15 00:00:00
1617,403,5,,2026-01-30 00:00:00
1592,403,4,Muy buena relación calidad-precio.,2024-05-15 00:00:00
252,403,4,,2024-08-21 00:00:00
806,403,5,"Un lujo para el paladar, altamente recomendable.",2025-04-20 00:00:00
342,403,5,"Experiencia gastronómica excepcional, volveré sin duda.",2024-11-22 00:00:00
512,403,5,,2025-05-04 00:00:00
530,403,5,,2024-07-21 00:00:00
1118,403,4,"Nos fue muy bien, cocina honesta y sabrosa.",2025-05-13 00:00:00
831,403,5,,2025-03-16 00:00:00
1901,403,3,,2025-03-29 00:00:00
251,403,4,,2026-04-05 00:00:00
1950,403,4,Muy buena relación calidad-precio.,2024-09-14 00:00:00
463,403,5,"Un lujo para el paladar, altamente recomendable.",2025-10-08 00:00:00
1554,403,4,"Nos fue muy bien, cocina honesta y sabrosa.",2024-10-17 00:00:00
684,403,3,,2025-06-28 00:00:00
284,403,4,,2025-07-28 00:00:00
1725,403,5,"Experiencia gastronómica excepcional, volveré sin duda.",2026-02-13 00:00:00
968,404,3,"Aceptable, hay opciones mejores en la zona.",2025-06-05 00:00:00
1986,404,5,,2024-03-08 00:00:00
1385,404,5,"Experiencia gastronómica excepcional, volveré sin duda.",2025-03-29 00:00:00
1693,404,4,"Rico y bien elaborado, lo recomiendo.",2024-07-17 00:00:00
838,404,4,"Rico y bien elaborado, lo recomiendo.",2024-11-10 00:00:00
1544,404,4,,2025-06-27 00:00:00
84,404,5,"De los mejores que he probado, una joya.",2024-08-03 00:00:00
244,404,4,,2024-06-09 00:00:00
408,404,5,"La mejor comida del País Vasco, sin exagerar.",2026-05-22 00:00:00
812,404,4,"Buena experiencia, repetiría.",2025-06-12 00:00:00
1702,404,4,"Producto fresco y bien tratado, muy satisfecho.",2026-03-09 00:00:00
698,404,5,,2024-09-26 00:00:00
1318,404,5,"Producto de primera calidad, servicio impecable.",2025-01-14 00:00:00
1429,404,4,,2024-12-28 00:00:00
1179,404,5,,2024-11-11 00:00:00
720,404,5,"Un lujo para el paladar, altamente recomendable.",2024-01-06 00:00:00
1162,404,5,"Un lujo para el paladar, altamente recomendable.",2024-12-28 00:00:00
1716,406,5,,2025-04-12 00:00:00
487,406,5,,2025-12-22 00:00:00
1760,406,5,"Producto de primera calidad, servicio impecable.",2024-10-28 00:00:00
39,406,5,,2025-03-13 00:00:00
1475,406,5,,2025-07-27 00:00:00
1874,406,5,"De los mejores que he probado, una joya.",2025-05-30 00:00:00
1323,406,5,,2024-03-17 00:00:00
885,406,5,,2025-05-06 00:00:00
93,406,4,Muy buena relación calidad-precio.,2026-03-10 00:00:00
1847,406,5,"Un lujo para el paladar, altamente recomendable.",2024-09-12 00:00:00
1237,410,4,"Producto fresco y bien tratado, muy satisfecho.",2024-03-01 00:00:00
26,410,4,"Buena experiencia, repetiría.",2025-07-04 00:00:00
1401,410,3,"Correcto, sin más. Esperaba algo más.",2025-04-28 00:00:00
844,410,5,"Producto de primera calidad, servicio impecable.",2026-03-04 00:00:00
1138,410,4,"Rico y bien elaborado, lo recomiendo.",2025-08-26 00:00:00
1307,410,4,,2024-03-31 00:00:00
707,410,4,,2025-07-13 00:00:00
1842,410,5,,2025-06-27 00:00:00
266,410,4,"Rico y bien elaborado, lo recomiendo.",2026-03-01 00:00:00
