nombre,descripcion,municipio,provincia,latitud,longitud,type,tipo-comida,entorno,email,web,web_euskadi,categoria,calidad,valoracion,num_resenas,nivel_precio,url_imagen,nationalPhoneNumber
Portuetxe,"Asador tradicional ubicado en un caserío que es ""patrimonio histórico"". Pescados, c...",Donostia / San Sebastián,Gipuzkoa,43.3008471,-2.0146409,Restauración,Restaurante,"Costa Vasca,San Sebastián",info@portuetxe.com,https://www.portuetxe.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-portuetxe/webtur00-content/es/,restaurantes,True,4.5,1951.0,PRICE_LEVEL_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJIUNYGm6wUQ0RDFYC0m9Ne1w/photos/Ab43m-slglHuDCwBa8hvk0STc9ODCjb_6biQNngJVW0HkqRrl0HGRGToO6D66rsTPVHe3Un1uIaOf1t_BkQlGH22w5buHwARwGGf4EyDGc8HtvK-lYQsFT-tuncM7nimx-apl_bvujgk8hsAoQIqe3I96ApvVxtbn-wYXMkxLVCqYt8HVzPkL-UdNJZGTGB6yGs2QvuG39im1-6cUVFq81Ai0lUd2PhSnbdok9D1WlKxjkwicSAZMdBx1H4BHv2opJl9bzUyiRrkteotrTkYINo5DkILgE7k22z-XtfCnGZYPx6yHryxXwkh5sj6XCxh2EyWCVJaUga_MKxTr1ikRxYbJqOy9UQR1QZUTFVxOZZjZrTAM_KBDIgrbuVMDXTmMCqi0ptvJymj4lw7P8WMaG33JK2T0_8MzEuLSp5fB3ctpHpxv5YFvHgam-qBovfGfK1_/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 21 50 18
Los Sarmientos,"Especialidad en productos naturales del caserío (huevos, pollos, conejos y corderos) y pro...",Alonsotegi,Bizkaia,43.22416050561526,-2.9649348306884726,Restauración,Asador,Montes y Valles vascos,info@ordaola.es,https://www.ordaola.es,https://turismoa.euskadi.eus/es/restaurantes/asador-potxolo/webtur00-content/es/,restaurantes,True,4.5,119.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJU9tdExtRTg0REgH2Cm4jBcI/photos/Ab43m-t0pNbbbmKI0qBjhBMrYOoBYIdXJg85KSDeNtQ1yrTRkZDtQwwVWElDI-ov-f1vHBsISO063V9XMQamyytxmw2IfTqpumAGeUjtFGG4Uro1THZED_yKCAjwh6fsPoE5qkBwJ1MrYrix0sAxE82nr9r6lTMb40zHO6Erh4czcJ2PLne3o5vhFG8RgpKVIFcbV2xmkg_zXdemfFipk15IuAgwNew5LIFF2VUTP9OLWAx_DQrdLeW7L2qv3MikwwRFdpWv-veWGc02P7fHzmoAnrGTLSWPuCh-AvNd7683yna3dPgN06rfptfVLmcbfsNZDL7oaa9-EVJ5PQW002bdkfZO01ATVGO7gPeLg1FDxhjDCO7MZOrXDX672UP-BL54xRXVBH5Vi_nwIZCqZzNkcQNvYRI0yyZm-gYco3dvlYm9fRr9/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,946 67 33 76
Sagarmina,"El txakoli es un vino blanco, joven y afrutado. De graduación moderada (9,5º - 11,5&o...",Mutriku,Gipuzkoa,43.293122,-2.374216,Restauración,Bodega Txakoli,Costa Vasca,txakolisagarmina@live.com,https://txakolisagarmina.com/,https://turismoa.euskadi.eus/es/restaurantes/bodega-de-txakoli-sagarmina/webtur00-content/es/,restaurantes,False,,,,,
Saka Perlakua,El plato estrella es el guisado de toro. La ensalada templada de gambas y gulas y la tarta de man...,Deba,Gipuzkoa,43.284391092597,-2.35094547271729,Restauración,Restaurante,Costa Vasca,info@sakabaserria.com,https://www.sakabaserria.com/hosteleria,https://turismoa.euskadi.eus/es/restaurantes/restaurante-saka-perlakua/webtur00-content/es/,restaurantes,True,4.5,446.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJsehm80_QUQ0RkhOlKa9Iqe0/photos/Ab43m-tNN3RPoM-ZStHTk6yx1kDYnD-eNJWDQLPzJJRNpq6mzw7K3-V0qXvPIA4jGYkG3sXKa_7a--Y2RupLL4DTgP04-UTbaYp0HPppcPfTgbG8ceX-2eA8Efr21QTnTUBuyqelKMnA5UMFD00dOso64AAnKM01gEhOlwtazz9HYizpvc7B6GGcRISbhGd6J7H-1pt4m3tL47ftQiLE8vv0J6aDqyJvYawHcXJAhdTkQhc_1coZkAfLOsZTA-wqMNOJhz412c0Alkj66004Pj_e7TeIuc3cTNP9OGY9LPQBbe_yhH4OzsxqFCnADKv4EI954Mi7_vAG0nsPDZq_YaLlObpt7Dc4qSq-PrWkNr5DgvfVxxA-HcgLRbtOMATjWFuQalyiL47dmtB04JzwUVCsK_4eAZ2cwb8nRe6L8LgXg3Yd_g/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 19 11 37
San Juan,Excepcionales vistas hacia el mar. Gastronomía vasca basada en carne de terneras de la cas...,Mutriku,Gipuzkoa,43.300837,-2.365451,Restauración,Restaurante,Costa Vasca,,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-san-juan/webtur00-content/es/,restaurantes,False,4.4,636.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJ68bDu2fXUQ0Rbq4okmxgSY4/photos/Ab43m-tKk3qcC5nGh8jfCOSnEM_NvqC_-Gxwk6aF_b5AO8sJNNgC5ytoGXK_ymW2P8jpCC_1j-6FTHR6GBvLv50unna0sWS2O37eU9iApakeDN_Fk4Jm3Zw1ygRTNYCOPjEgKJnQfJECL-fLEko08W7yC0I62Os2idxJpqpejx6_9jKvbjc_EFORFjpFuw1ugIUSxl-ESMUuW7S7rFqseQ5ghsTSpFKejIrL4nVLgO1FOY_5JQt_X_EkNrKU-Cwd8n4sg9dK4HML9ukN4TWbAyKjLeYmUvXPGg9gt6ouStU9zfX9LQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 60 31 67
Santa Ana,"Cocina de temporada, productos de calidad, creatividad e innovación. Carnes, pescados, ver...",Arrasate/Mondragón,Gipuzkoa,43.067257,-2.501972,Restauración,Restaurante,Montes y Valles vascos,pildain@santaanamondragon.com,https://www.santaanamondragon.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-santa-ana/webtur00-content/es/,restaurantes,True,4.2,463.0,,https://places.googleapis.com/v1/places/ChIJ9wtCaIbWTw0Ra79kh5Og6K8/photos/Ab43m-u-R3hO8C8TRDohxlGuBMJ6rRaJuTjgtKM4t5DKBBFRndKW8zlmCcYIbXU034hbjWRxVOTlOWzEuDY--KyKIZ05-Ga9DIP24RFwNygWpO3msIggvFmem0ywMHHoSLIJ3Mj7Wg74Tppgu_NaxR3Kok9gHT7X9xgVlgfKh3MawGiQgBBuWeU-zQovxSQCD_Vz0od1kDq3cyKs1vRUYgcJ5b44lkeVdkTdEczd9t_Va-ccy7iSL2P6r-J785_u_In2RY4usSrFINbT5Jf3lIwGTHy0woicXhDjK382wO1SEn6-V60Dr7k93rRkPmAWrcOVH7WXKZYK0J8ILIWmxROS9iOtrHfhk5QW7nd42e3MJWxHrd3BflbllEu8SB081bKsNHXntUu6_UuX5YaXJKlDcnWKK2BV1FdSfJGkn6rHAgk/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 79 49 39
Santuario Arantzazu,Especializado en la cocina tradicional con guiños a las recetas de la cocina moderna,Oñati,Gipuzkoa,42.979189,-2.398478,Restauración,Restaurante,Montes y Valles vascos,info@hotelsantuariodearantzazu.com,https://www.hotelsantuariodearantzazu.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-santuario-arantzazu/webtur00-content/es/,restaurantes,True,4.5,3188.0,,https://places.googleapis.com/v1/places/ChIJkyCxM5QoUA0R77bS5TloDSE/photos/Ab43m-unw90J1a5tuXiillIS2Wry7Q9Q9Tz-KZgBU53i2R7ykNp9F-aKAkSN0TnTeBlpS6UDpzONdaBd3yWCCtm1XDtqAoDLPqoby5kZalCfOPw6OmTLXvV5iVS3FQuarZ5v76-UDVhpBC5qzbYKBCRygydfDNhimJJcH9ZlA4hbN8bFyZvU2IDH5042tD6am7a2GWiI216uw2J4C8wPJ-yDXMGjwuRmndcuGx2bz0qdVO_a1avDeOn1ZqTPNPL2fpYsE_RZQ3jaZ6eNdpqqRZqIg_HpuLLoeoW5tSxtYWiu6z3ZScZR2pGM9dew1tLaCSPa4exyiRdgKKz_unFnxDNbVl9SJEt9uvEw1293631bY56es-8BCRQdPbMKLtBVbi4O417Fc8xd_8rupKaO-q0ONgePDHNi54BBt58k7xl8CKFNGoi0/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 78 09 51
Tiro Pitxon,"Panorámicas sobre montes y valles, junto al Santuario de Arrate. Ligado a la actividad dep...",Eibar,Gipuzkoa,43.205007,-2.445868,Restauración,Restaurante,Montes y Valles vascos,vcorada@gmail.com,https://www.restaurantetiropichon.es,https://turismoa.euskadi.eus/es/restaurantes/restaurante-tiro-pitxon/webtur00-content/es/,restaurantes,False,4.4,422.0,,https://places.googleapis.com/v1/places/ChIJieOzC5HVUQ0RfJyN8RVbEco/photos/Ab43m-vqcZlsMNnLZevKSD1mYBcmnwlQw-8gVgxoblUrXkFRVqb3tA41ytNwWEmFWU3qXCKgbqV1aSoTp9ZXSm4L8AYMh5Gro3oUu75Qw9QPegt2qw8Epz3RjmzYUcsrikRNwrx159WNOmSesZc4wF7ZHQpscEKW4ZYM6HrOP36d6QpCsR8oH32IkZE8GyVqWIlMQ8QDBW1xAv5qoIh-_kcfp_oPFncdF2-WmW54ICJyuIVnVrXg0y1XcmmvVwRk7Xdp03J7NMwq2MNWxw57r0SPMXRl4BwQOfUcdo5sukKPgI9w_A/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 20 88 59
Tsi Tao,Restaurante de cocina oriental en general.,Donostia / San Sebastián,Gipuzkoa,43.32356,-1.98105,Restauración,Restaurante,"Costa Vasca,San Sebastián",tsitao@tsitao.com,https://www.tsitao.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-tsi-tao/webtur00-content/es/,restaurantes,False,4.0,513.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJa1oR9k6lUQ0Rhn4jOB0QdRM/photos/Ab43m-vPpeTnCCNGsOSYeEQa8q0Yok6uKcr-TNtDtlUhEDvt5BVq03DtNyWO1R1F1D6to30JBG8C_CzeK2pevBf5lebxz8Fbrp0O16xGcUCwbxrkaqPBncpa9Cqdsmdwxdkiuk1YkXjoUW_b677Ab17n-hv8HumEYxefMgMW4RHwlc9N0nCpmiQgwV0j4MpGFTyfuJBoJ4qOb3TjUJY7RCLkPCDydH_jdGzTK409-EXx8Fn5-lv6UccPZcsu7_spg0XhoSVVypqx9mvP25ebLEiRei53vEEIo3yUnEf3MptpJ4yvtlFYV9zoqSiBagWc4WN4aDD95UTXF3dxyOjYr25JIpVrILi_lnVOZtygQIUsB8HP3IRFNni3BBIvc5z-6hMnOb1BtQMQ4PhOtwGuq54OCmNNd8aJOnH4_cVD_0eMQNFjrgQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 42 42 05
Txindoki,Restaurante situado en la localidad de Ordizia donde se ofrece una cocina tradicional vasca.,Ordizia,Gipuzkoa,43.053092,-2.179108,Restauración,Restaurante,Montes y Valles vascos,,https://www.txindokitaberna.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-txindoki/webtur00-content/es/,restaurantes,False,3.9,136.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJWwDTJVw2UA0R6CTSpTKKBRk/photos/Ab43m-sZ5YRNID9mrUY1KKFMjea8BqOGVcD5N0ACH8-owH0mezahD8QcXmQGT5BeinIMWY6-rl_ZVl5uZLuWEgSppwEwlVdayr0nTLrrRYGQ4gJlsf7dXL4OenRr7FYHIG87xJpDY32op3m4dc8epRgbhGu0mry7Vp6RMbXDtKC3gUlTdWbHSTw45ddZbRhj6sOcH2bmii7OMIXsKelzCAzOxoaZv_HFCIh-4Sb4Ck_gp3QAZJvJXHnM-5BD4LFxDYtsGZAf3V2nU107nlBStBdOElQHS4n-lbLot6VIZNgFHXN1tRns4YlqgNGwgb4HKs0wPob2NCxKyVBujO68UWqLXP92qHqprzILpFSsOqduVFFVfaGi27wCIP9nU-xsI4cbJMawjm-QIGQ7aGdgsIBuFF8YHKIljbax1CZM_XsN6dRIA493QkeYgk1oWkpqhw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 28 23 80
Txoko,Restaurante situado en el puerto de Getaria. Tipo de cocina : parrilla,Getaria,Gipuzkoa,43.305053,-2.203106,Restauración,Restaurante,,info@txokogetaria.com,https://txokogetaria.com,https://turismoa.euskadi.eus/es/restaurantes/restaurantetxoko/webtur00-content/es/,restaurantes,True,4.3,1272.0,PRICE_LEVEL_EXPENSIVE,https://places.googleapis.com/v1/places/ChIJN4NrQJ_IUQ0R0LDqMHLWwEk/photos/Ab43m-tbnc6kAkofcpwFWDZ5s96t_6aFspfXiIrQ2fhJV6laMMyWw7-ZSt8frfBMlGzC8g4oyYmbLWu9zJf42XXJId7NicLt9Jlm3rk_oPktCkWi1IEkZqIQXDuoD9elHfHe9Ev4_EsxvMJkJiuV7rrAmykxULu64jfP0ok8mU4Sz79DjFeXGJbf_XlsUFvW57XweNSbBcuCxuAMEi5WHWP3YxTU-uwNShWxSZSluoLBy1FXq_gBOHT2zBWhE6jAc_grr5zqk3dmLHwExKgWzznJZtw3R0bExHERhRrh5cuULZjFhsPqCzZv70UIFfiXSPC3haXPMuYu-o3NhT5MV8YQTAYJ_k5hrutmZcl4Y3LIAb-TOo8jZjmJIDvReDFsZhicpPKEeArIJsRu-46K6HKWBGg_Pk_Z9KL39wuGhFNwPExeQDbv/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 14 05 39
Txoko,"Cocina tradicional especializada en paella, arroz con bogavante, bacalao, pescados frescos, etc. ...",Donostia / San Sebastián,Gipuzkoa,43.3232563,-1.987221,Restauración,Restaurante,"Costa Vasca,San Sebastián",restaurantetxoko@gmail.com,https://www.restaurantetxoko.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-txoko/webtur00-content/es/,restaurantes,True,4.2,1634.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJOXSlQE2lUQ0R0AKmSpo4eY4/photos/Ab43m-v0NB_WNQdqtVeOq2ntTbvT4uxd0micxD8VKpLsbDepzIhuGOBUMnF6Jqrvx1IdhnAV7QXx4tNsiIUKsFE3MFWPqXBsNLMiLQgdYMShDdkV34_VEkVPaDMAOSplwAk0C3Wnk_RwPUGEGhaIGec1g4HkhZC7oDqA97Oo0wzMZajYsyJn2cc9eGkg1Zs2hKGiRc4rYMUuaF6nAP_gDFUbgDdh5Gz4PulL0AVhJO8DGjmUM98RAZKAGsZMNnPTTuPxagqUQ9ZpU1v1z1VHXDGarMBeVEWxi84emKuGSmmTrz51rzldCPAUI52lxvuVwOgK4iaftn9M3HYRG6341IBbfsoNUcbyZWcvCrmN6PY1DFgw9YJb90QJItzmMT4Gu2jGlQCOVPvtlVIiPUhpIND0_OepHw9UH6B53b3rjr6WS_yxpw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 42 54 12
Txoko Sagarna,"Txoko Sagarna es un pequeño restaurante, una tienda, un lugar de encuentro donde se pueden...",Zeanuri,Bizkaia,43.098464009252666,-2.749918866803689,Restauración,Restaurante,Montes y Valles vascos,lanbreabe@gmail.com,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-txoko-sagarna/webtur00-content/es/,restaurantes,True,4.4,201.0,,https://places.googleapis.com/v1/places/ChIJgauuIFrKTw0RblNiOnxB9AI/photos/Ab43m-uOy5huulyLWMtlFMbr_7gnyVcu5UBB1HFXCZcHH8xwi0QOhUgLeTo18DhDC5UvyiFLADy7jPWe2mj0y5QYiu2ejfWSEmUBxq0Zz3jnTMOSE8IxeH1WX5RiMLJ25VDgVPJP5tXDXG_EvsDvpN527Y_P1QWCGSVzvbf4pH2G0heSuIqS4_HK3Oavl_l4Ycryzc0OVWGiLiypULWBpgwUna9MdXhDUmunmpsA4BgEGZiJF2r88ogvYoIh5koRL-ewcS4xeQJPwKQHNdWyKjSXGSZcnRc_ZckB1VDk7hcMd5XN5b9bh4Rcgj13uKxXhwv_tXs9RR0nreJgjdi7QbcoIOpCNoFlGsihCpwEpZW-71GSV0Hf0C0R85asu9IjFhGmqi2ONO-irZ4kZiQ_xK50zna06KsyU18nOPCdIhZ18QGcoA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,946 31 79 45
Txulu Jatetxea,"Buena materia prima, platos de siempre y sabor casero en esta casa familiar de estilo caser&iacut...",Mungia,Bizkaia,43.34065604813807,-2.8364233572555464,Restauración,Restaurante,Montes y Valles vascos,txulujatetxea@gmail.com,https://www.txulujatetxea.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-txulu/webtur00-content/es/,restaurantes,True,4.5,38.0,,https://places.googleapis.com/v1/places/ChIJOZZOGyhHTg0ROHJK1V4Xqpc/photos/Ab43m-sbov0b7bLe1hkrxvOJboco691C5ar9M7gRE2AXWJxavdFfhcyJKjbL7fDruDroH1dsfnEzjPPnDZql9lUC6RWzeQ2UiTH4sIlgrTyszEhTIpaCkKNL30FIZZf-PLFbvFguTwR70Z7h0z2b3OZNHjYT--DE7aTQiz56KBo1Njo7ns-bHYAVDJbtELNsztNW0kbRvTHI_qPB7vMs0gjMsELuXt6ImkaOo_oej10sALhTi8peZeKeJ_7LkLN_phINHrGZTVyhz5HgGPSVMEmJ1oubp-U6ImVFjD7xhbwcEvt1g8jSh3V1o88-gXjNNuNHmjcOEHCMzrtdAb9RPVTcrhR5Mj4upng4QiQtqctPj8CWc_rDwPoNciu1jZ6u3tPAnGFpqqJeV9ZisYYwggwT5JXDM1bzLbwF1a0Yr-yirf0/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,620 06 08 98
Urizar,"Asador que cuenta con 2 amplios salones, 2 terrazas, espacio de diversión para los m&aacut...",Lemoiz,Bizkaia,43.401904,-2.908236,Restauración,Asador,Costa Vasca,,https://www.asadorurizar.com,https://turismoa.euskadi.eus/es/restaurantes/asador-urizar/webtur00-content/es/,restaurantes,True,4.4,1089.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJq_WQJBtDTg0RFagNH4ehh6Q/photos/Ab43m-vVVMLQdSUgGVHP1oU86aXTf6Ux3S_EcFA5OBQXPVssKmoQSZGKgtsiRGfb-7JJcPh8EDlIWlcfzOEtEARyVxJFs4pNhuF4B6lBw2auvWdVTDezhyhbLguIw8UPOpdlrWGokMC_OhV06KFOLKpuIn_EDnPUW271NgCgxgjtgLqUBn4n5GfUK5n23L4_PHgBqUqK9UXaUNYIrhGP7Q4txQOvZjsz9vQqYpue0pEBXJd_cjLPcahxtnopaPO6QjT5PLw4IU5PXHGDMcc8zvhWEdmvDiYROmR0SPgoAO2WFyEaUAT8C5oWPe-CgTZBLKoXPQLakrVZgjzADWtlrFOZVSNjg5hbPQ4qTYvN6MxxekfoabFmpqOVAYQxJnxS4pk7gPICNmGlQ7FiRVilIF4ZsklL7y6Cg_GU3EpM7MihE3Tzoq_T/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,946 87 93 00
Via Fora,Cocina mediterránea. Especialidad en arroces.,Donostia / San Sebastián,Gipuzkoa,43.31259,-1.97821,Restauración,Restaurante,"Costa Vasca,San Sebastián",viaforadonostia@gmail.com,https://www.viaforadonostia.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-via-fora/webtur00-content/es/,restaurantes,False,4.0,2257.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJZ4XK8PevUQ0RCfeatbQHNDY/photos/Ab43m-syCc0p4iEMOzurGcxkslGDMZUWBbcCxBGMI3vaQkZoFQdIawpbOPFbR1E560yX8sxZRr7Zoy5oEE47ykosYxs5iH2zjx71F8J3HQJZ5Ls5cotSpW_DvMt1ITa7aFCy2HdRfqU1Ws3mjAez84xY9bYKBWdN2yOyyX7VPPUNgY2XLkHg3dTm82RtupuO9QaW4q5PwTlqzue-74rZTZ3nGaA94D8UML_nLucO_XBpw_8GVt1GFwDsqdRYt_-TelwvMwJuYKdYtpEdUbYlFMIvTxqxjy9b01LxFeauIYo2N6jEv1ghv8t4l2sCPXUeBFfvDYeAg8TypdVDJ_MFUvpvXMLw4GoKD1R4i4Iug_id4nIPOgIwkAhWe3aEyepr-y2qgjKWCuUX9eGnSgftm-YfS3s9RrYeF49cd1ZT1X-Y92MSUA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 47 09 89
Zabala Txakolina,Bodega familiar situada junto a la parroquia de Bakio. Antiguo barrio BASIGO ahora llamado Elexal...,Bakio,Bizkaia,43.413057458824376,-2.8229895553558393,Restauración,Bodega Txakoli,Costa Vasca,zabalatxakolina@gmail.com,,https://turismoa.euskadi.eus/es/restaurantes/bodega-de-txakoli-zabala-txakolina/webtur00-content/es/,restaurantes,True,5.0,10.0,,https://places.googleapis.com/v1/places/ChIJE9GwpmtBTg0RvwFgNSYGG6s/photos/Ab43m-vwUhA1LSD22wN-M-JQNnPAtEe-SBIL0ZO1jIWnmaPvWLg0gnao4YoGDS4AIiVQKJV8H6i_vKFNjyP55ZMvJmGmJ_Zk0DiwRN_gUkEj3GjtM1x1UABLy-Z4UNvUBQWj59_cqavnQTjipgcwIxLQrVIUUOjUJjrh6McgjSXmLS9ZlhZOoEwaGcVW3aebrLXxd2ROr528IOgn4SrZkQo-RMpq1VvoB9wiZvzRzKOJ1qRjPWzNP0Pix7DbKyWrCVkxIOtRgW2nC6G2Ok2TZSXKlSn9_c1TAFtCmF0BEQcWhuWU7o0dL4wrOxGxP_cWp5e-ZAtP4sqkKUBHBgto03knpExbR_ap2KQvdeohX-MXXOvTWz3Z7Spxq7fv8dEiAkSN8D8IUZ1w1XzdAZsPgpxjGOdZUEBh4BYWdgezR1fmDOms8Hqu/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,656 76 79 54
Zelaa,Restaurante situado en el hotel Zelaa de la localidad de Zaldibia donde se ofrece una cocina trad...,Zaldibia,Gipuzkoa,43.046656,-2.153986,Restauración,Restaurante,Montes y Valles vascos,info@hotelzelaa.com,https://www.hotelzelaa.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-zelaa/webtur00-content/es/,restaurantes,False,4.1,314.0,,https://places.googleapis.com/v1/places/ChIJ6d48Fyw2UA0RWRxEdEvh9os/photos/Ab43m-u9lfwvZ76duFluB3ai_StpSt9KXm5F1SUXNX-PuDdMaQE3FFkIUk7fcd9SEdD0haPr-UcVjvUnq37U08wzLJFFcdS-kUdEK_QlY9A5-f2tkgxSaWcmekRpOi7uCFFFBd3gsuzgjpmLu6ig2BXBhnk12R87ChZdXIIXBJOohqgDtb_5KRigQbzy8wAPYZdcbFVGew0b99X00lg6BKZtkGVAHjqzSPOPdDcNuyeYR8kr81urbtFkJtcb5467e9MeH7JDv5YEAlC6-cfwyYSvSGXhHuTBkOuQsC56B668old3ZvuKPa_ckR3ldsId8PUf1WvVT96v6pAFzxTIRauhMZi60mO6n8w8BBszIyCl5KN9mXrDf1hBQeBODq5JGb0rycOdj6fUe9b7D78Om2-C2M7Mp32tpH4AnJhoTkKDeXJr4Q/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,943 16 16 66
Zuia Plaza Kafe,"Este restaurante ubicado en Murgia, al pie del Parque Natural de Gorbea es un sitio idóneo...",Zuia,Araba/Álava,42.9571105,-2.8201045000000704,Restauración,Restaurante,Montes y Valles vascos,zuiaplazakafe@gmail.com,https://zuiaplazakafe.com/es/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-zuia-plaza-kafe/webtur00-content/es/,restaurantes,True,4.1,1297.0,PRICE_LEVEL_INEXPENSIVE,https://places.googleapis.com/v1/places/ChIJ4SoKk7K5Tw0RyIKIss8G6rI/photos/Ab43m-tsL9JIrFBn88QBVdWwTVgwywMlFoEY1JSkqXzFgJthU2ji0883-jojDekJg30-MP9FweKXGfJ6F9JVIpc9ggOmU63pCUYYGpYVghWXUEGkm7OxtC0RNYG65FdJriaamues2AEtOSaWT9Eq0VuEs1Wz_5TFyUuHZRut5qNtDEbnz-VXouHZ3Jel6sP7qUKsng2gYWppmJp7rOClVxErKXKBdc0hTWtw6g0zUVsYp-7B14qs6oYD4IG3T8uwVbEMhnYfRIeppjhbF_XKneKHXQmFHHwEodiD7D_IuATQNiKpR_eOE0sI8XBpqCVluH3IBm__SbcKiN5fUo9Q9ERJMMwgFHrQzFJf8BS4WxwP2gzSs4XfmG_Up5rErLeyOmhpSclbzA7hNzcGWBRyVOT9XMmoUpf7hfeNuvJ1g6fYl7TcUg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,945 43 08 04
Narru,"Junto a la plaza del Buen Pastor, el joven Iñigo Peña cocina los mejores productos ...",Donostia / San Sebastián,Gipuzkoa,43.31771390000001,-1.9816594,Restauración,Restaurante,"Costa Vasca,San Sebastián",info@narru.es,https://narru.es/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-narru/webtur00-content/es/,restaurantes,True,4.3,2774.0,PRICE_LEVEL_MODERATE,https://places.googleapis.com/v1/places/ChIJA_HQyFSlUQ0RDiYIcKlzs-s/photos/Ab43m-tMYAn7GrgasE5BH_1sf6aNtvI9YcC9r46_ift70D5WBmzcYrgeBi-ftPZoR5hk8vA_20yggsV4wDA6tEUeeW8tjo6JGu3LN6IZKbNqJ3FmsQ2vvpEiPKiaUIHOdftT_F3yTzDo2vM5ozld6ggA6CwHBtArbPKi9F9uZyFGCBpNiRP7ywApbW0Ku-8zfnyGFotVboKCYW5fuyrABDU_f5tPpZb0WRGY61FFVMIfks-_9me-R0YELkFQNX4f9j0h1Vi_Sitj6ICfbz25hYvUzzqwG6oBXDXF7fD-lT07x-KJPJVYjkIU4fYWUlSJ_MEhj393zA3zNs4J42CfyHgUoTs2FwS_M15Yi_WQ6OMstFu7-TE1mLz6D4WitSvef3rotueZ8NSkyKFelfnzIWVKaADdjabauXdmc8rb4xrZYNSNLEDr/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis,843 93 14 05
