Nombre,Descripción,Tipo de lugar,Dirección,Municipio,Provincia,Postal Code,Marcas,Email,Teléfono,WEB,URL amigable,Visita Guiada,Capacidad,Tienda,Tipo de Cultura,Coordenadas GPS,LATWGS84,LONWGS84
Conjunto Histórico Artístico de Salvatierra,"Salvatierra es una villa medieval, y como tal, estuvo amurallada durante varios siglos.En aquella...",Patrimonio cultural,,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 302 931,https://www.visitlautada.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/conjunto-historico-artistico-de-salvatierra/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.8524418,-2.389455",42.8524418,-2.389455
Iglesia de San Juan Bautista (Salvatierra),Fue concebida en origen como fortaleza. El templo que conocemos actualmente tiene su origen a fin...,Patrimonio cultural,Plaza de San Juan,Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 30 29 31,https://www.visitlautada.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-juan-bautista-salvatierra/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.8499894,-2.3888445999999703",42.8499894,-2.3888445999999703
Iglesia de Santa María (Salvatierra/Agurain),"Situada al norte de la villa, junto a la entrada norte a Salvatierra, la iglesia de Santa Mar&iac...",Patrimonio cultural,"Calle Mayor, 80",Agurain/Salvatierra,Araba/Álava,1200.0,Montes y Valles vascos,2turismo@arabakolautada.eus,945 30 29 31,https://www.visitlautada.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-santa-maria-salvatierra-agurain/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.85426172137399,-2.3896075773154735",42.85426172137399,-2.389607577315473
Monasterio cisterciense de Barria,El conjunto monasterial de Barria está situado en la falda meridional de los montes lim&ia...,Patrimonio cultural,Barria (Narbaiza),San Millán/Donemiliaga,Araba/Álava,1208.0,Montes y Valles vascos,,945 317 132,,https://turismoa.euskadi.eus/es/patrimonio-cultural/monasterio-cisterciense-de-barria/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.915616741972286,-2.435685409262078",42.915616741972286,-2.435685409262078
Órgano Barroco Ibérico,El órgano de la iglesia de San Martín de Tours de Ataun es uno de los más co...,Patrimonio cultural,"Iglesia San Martín de Tours, barrio San Martín",Ataun,Gipuzkoa,20211.0,Montes y Valles vascos,udala@ataun.eus,943 180 011,,https://turismoa.euskadi.eus/es/patrimonio-cultural/organo-barroco-iberico/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.00675639208012,-2.177396812491459",43.00675639208012,-2.177396812491459
Iglesia de Nuestra Señora de La Asunción (Tuesta),La iglesia de Nuestra Señora de la Asunción de Tuesta es uno de los mejores ejempla...,Patrimonio cultural,Tuesta,Valdegovía/Gaubea,Araba/Álava,1423.0,Montes y Valles vascos,turismo@valdegovia.com,945 353 040,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-nuestra-senora-de-la-asuncion-tuesta/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.80921732353998,-3.024169176443479",42.80921732353998,-3.024169176443479
Archivo Histórico Provincial de Álava,El Archivo Histórico Provincial de Álava está declarado como monumento por e...,Patrimonio cultural,"Paseo de la Zumaquera, 21",Vitoria-Gasteiz,Araba/Álava,1006.0,Vitoria-Gasteiz,apah@araba.eus,945 181 927,,https://turismoa.euskadi.eus/es/patrimonio-cultural/archivo-historico-provincial-de-alava/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.8364176,-2.66840022",42.8364176,-2.66840022
Casco Antiguo de Vitoria-Gasteiz,El Casco Antiguo de Vitoria-Gasteiz conserva el trazado medieval en forma de almendra q...,Patrimonio cultural,,Vitoria-Gasteiz,Araba/Álava,1005.0,Vitoria-Gasteiz,turismo@vitoria-gasteiz.org,945 161 598,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casco-antiguo-de-vitoria-gasteiz/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"42.8467181,-2.6716351",42.8467181,-2.6716351
Casa-Torre de Balda,Esta casa fue construida durante los últimos años del siglo XII o los primeros del ...,Patrimonio cultural,"Kale Nagusia, 99",Azkoitia,Gipuzkoa,20720.0,Montes y Valles vascos,kultu@azkoitia.eus,943 857 170,http://www.azkoitia.eus,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-torre-de-balda/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.17969975139027,-2.309675040614325",43.17969975139027,-2.309675040614325
Torre de Idiakez (Etxe Beltz),"La Torre de Idiakez, conocida también como Etxe Beltz, sorprende al visitante por la negru...",Patrimonio cultural,Plaza Corazón de Jesús,Azkoitia,Gipuzkoa,20720.0,Montes y Valles vascos,i-loiola@urolaturismoa.eus,943 151 878,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-idiakez-etxe-beltz/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.178220647554184,-2.3111840244674764",43.17822064755418,-2.3111840244674764
Caserío Artabene,El caserío Artabene es un tipo de caserío muy común en los valles de Arratia...,Patrimonio cultural,Barrio Eroso,Bedia,Bizkaia,48390.0,Montes y Valles vascos,,946 314 200,,https://turismoa.euskadi.eus/es/patrimonio-cultural/caserio-artabene/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.20650271940281,-2.8116272583358826",43.20650271940281,-2.8116272583358826
Palacio Floreaga,El Palacio Floreaga fue inicialmente de piedra y estilo gótico. Tras la orden de destrucci...,Patrimonio cultural,"Calle Aizkibel, 10",Azkoitia,Gipuzkoa,20720.0,Montes y Valles vascos,i-loiola@urolaturismoa.eus,943 151 878,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-floreaga/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.178957780943634,-2.312364215938607",43.178957780943634,-2.312364215938607
Palacio Insausti,"Hermoso palacio barroco construido a mediados del siglo XVIII, es único en su géner...",Patrimonio cultural,"Julio Urkijo Etorbidea, 25",Azkoitia,Gipuzkoa,20720.0,Montes y Valles vascos,i-loiola@urolaturismoa.eus,943 151 878,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-insausti/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.17704078296459,-2.3064711661315895",43.17704078296459,-2.306471166131589
Iglesia de San Miguel Arcángel,La Plaza de la Virgen Blanca está presidida por este templo construido entre los siglos XI...,Patrimonio cultural,Plaza de la Virgen Blanca,Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,,945 161 598,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-miguel-arcangel/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.84717035836418,-2.6728560943732873",42.84717035836418,-2.672856094373288
Casa del Cordón,"La Casa del Cordón, denominada así porque tiene un cordón franciscano de pie...",Patrimonio cultural,"Calle Cuchillería, 24",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,obrasocial@cajavital.es,945 064 363,http://www.fundacionvital.eus/casa-del-cordon,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-del-cordon/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.8483084,-2.6708419",42.8483084,-2.6708419
Convento y claustro de San Francisco,"El convento de San Francisco es uno de los más antiguos de Bizkaia, según los docum...",Patrimonio cultural,Plaza Taraska,Bermeo,Bizkaia,48370.0,Costa Vasca,turismoa@bermeo.eus,946 179 154,,https://turismoa.euskadi.eus/es/patrimonio-cultural/convento-y-claustro-de-san-francisco/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.41887966528381,-2.724927765359557",43.41887966528381,-2.724927765359557
Palacio Villasuso,"El Palacio de Villasuso se encuentra junto a la iglesia de San Miguel, en la conocida plaza del M...",Patrimonio cultural,"Plaza del Machete, s/n",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,congrestur@vitoria-gasteiz.org,945 161 260,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-villasuso/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.8475554,-2.6722804999999425",42.8475554,-2.6722804999999425
Palacio Escoriaza-Esquivel,"Fernán López de Escoriaza, médico del rey Enrique VIII de Inglaterra, y su m...",Patrimonio cultural,"Calle Fray Zacarías Martínez, 5 y 7",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,,945 161 598,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-escoriaza-esquivel/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.849672,-2.6732220000000098",42.849672,-2.6732220000000098
Iglesia de San Vicente Mártir,La magnífica iglesia de San Vicente Mártir fue la última del casco hist&oacu...,Patrimonio cultural,"Cuesta de San Vicente, 5",Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,turismo@vitoria-gasteiz.org,945 161 599,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-vicente-martir/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"42.8475478,-2.6714752000000317",42.8475478,-2.671475200000032
Palacio Casa del Santo,"El Palacio Casa del Santo se encuentra en pleno centro de Armentia, en la zona más elevada...",Patrimonio cultural,Armentia,Vitoria-Gasteiz,Araba/Álava,1195.0,Vitoria-Gasteiz,turismo@vitoria-gasteiz.org,945 161 598,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-casa-del-santo/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.8326892,-2.6990081000000146",42.8326892,-2.6990081000000146
Iglesia de San Pedro Apóstol,"La iglesia de San Pedro Apóstol, de estilo gótico, se erigió adosándo...",Patrimonio cultural,Calle Fundadora de las Siervas de Jesús,Vitoria-Gasteiz,Araba/Álava,1001.0,Vitoria-Gasteiz,turismo@vitoria-gasteiz.org,945 254 193,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-pedro-apostol/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"42.84836235201669,-2.6748329465576717",42.84836235201669,-2.674832946557672
Faro de Matxitxako,"En el cabo de Matxitxako hay dos faros: el antiguo, en desuso, y el moderno, actualmente en funci...",Patrimonio cultural,Cabo de Matxitxako,Bermeo,Bizkaia,48370.0,Costa Vasca,antolakuntza@bermeo.eus,946 179 154,,https://turismoa.euskadi.eus/es/patrimonio-cultural/faro-de-matxitxako/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.45496404035491,-2.752577049179081",43.45496404035491,-2.752577049179081
Palacio Augustín Zulueta,El Palacio Augustín Zulueta se erigió para Ricardo Augusti en 1912 siguiendo el est...,Patrimonio cultural,"Paseo de Fray Francisco de Vitoria, 8",Vitoria-Gasteiz,Araba/Álava,1007.0,Vitoria-Gasteiz,museobellasartes@alava.net,945 181 918,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-augustin-zulueta/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"42.84172964269964,-2.68001486850892",42.84172964269964,-2.68001486850892
Iglesia de Santa Eufemia,La iglesia de Santa Eufemia fue construida probablemente en el siglo XIII y reconstruida a finale...,Patrimonio cultural,"Eupeme Deuna, 2",Bermeo,Bizkaia,48370.0,Costa Vasca,turismoa@bermeo.eus,946 179 154,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-santa-eufemia/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.41919075700418,-2.7207039681228484",43.41919075700418,-2.7207039681228484
Iglesia de Santa María (Bermeo),La iglesia de Santa María es una de las obras más significativas de la arquitectura...,Patrimonio cultural,Plaza Sabino Arana,Bermeo,Bizkaia,48370.0,Costa Vasca,turismoa@bermeo.eus,946 186 431,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-santa-maria-bermeo/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.4203663146426,-2.7222922249181902",43.4203663146426,-2.7222922249181902
Puerta de la muralla de San Juan,El arco de San Juan es el único que queda en pie de los siete que tenía la muralla ...,Patrimonio cultural,"Doniene, s/n",Bermeo,Bizkaia,48370.0,Costa Vasca,turismoa@bermeo.eus,946 179 154,,https://turismoa.euskadi.eus/es/patrimonio-cultural/puerta-de-la-muralla-de-san-juan/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.42134556610647,-2.7229155846557584",43.42134556610647,-2.7229155846557584
Torre de Ercilla,La Torre Ercilla está situada sobre puerto viejo de Bermeo.De las 30 torres que hab&iacute...,Patrimonio cultural,"Plaza Torrontero, 1",Bermeo,Bizkaia,48370.0,Costa Vasca,arrantzaleenmuseoa@bizkaia.eus,946 881 171,,https://turismoa.euskadi.eus/es/patrimonio-cultural/torre-de-ercilla/webtur00-content/es/,1.0,0.0,1.0,Patrimonio Cultural,"43.42026912945758,-2.7211029795839603",43.42026912945758,-2.7211029795839603
Iglesia de San Juan Evangelista,"La iglesia San Juan Evangelista es del siglo XII, pero desde entonces ha sufrido más de un...",Patrimonio cultural,"Barrio Elizondo, 3",Berriz,Bizkaia,48240.0,Montes y Valles vascos,,946 824 004,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-juan-evangelista/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.17516608918416,-2.57710369206541",43.17516608918416,-2.57710369206541
Santuario de Nuestra Señora de Andikoa,El Santuario de Nuestra Señora de Andikoa es un templo gótico. Lo construyeron en 1...,Patrimonio cultural,Barrio Andikoa,Berriz,Bizkaia,48240.0,Montes y Valles vascos,berriz@berriz.eus,946 824 036,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santuario-de-nuestra-senora-de-andikoa/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.18620719245134,-2.5911549017136037",43.18620719245134,-2.591154901713604
Ermita de Nuestra Señora de Urrategi,La ermita de Nuestra Señora de Urrategi fue fundada en 1617 por Francisco López de ...,Patrimonio cultural,Barrio Urrategi,Azkoitia,Gipuzkoa,20720.0,Montes y Valles vascos,kultu@azkoitia.eus,943 857 170,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-nuestra-senora-de-urrategi/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.17794227200395,-2.3415784940589246",43.17794227200395,-2.3415784940589246
Casa-Torre Enparan,La antigua Torre de Enparan de Azpeitia se remonta al año 1320. En ella vivieron los ...,Patrimonio cultural,Paseo de los Fueros,Azpeitia,Gipuzkoa,20730.0,Montes y Valles vascos,kultura@azpeitia.eus,943 157 068,https://www.euskadi.eus/app/ondarea/patrimonio-arqueologico/casa-torre-enparan/casa-torre/azpeitia/fichaconsulta/54385,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-torre-enparan/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.18441497194785,-2.262703278118132",43.18441497194785,-2.262703278118132
Convento e Iglesia de las Hermanas Concepcionistas Franciscanas,El Convento de las Hermanas Concepcionistas Franciscanas fue construido en el siglo XVI muy cerca...,Patrimonio cultural,"Foru Ibilbidea, 16",Azpeitia,Gipuzkoa,20730.0,Montes y Valles vascos,turismobulegoa@azpeitia.eus,943 811 072,,https://turismoa.euskadi.eus/es/patrimonio-cultural/convento-e-iglesia-de-las-hermanas-concepcionistas-franciscanas/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.1838764,-2.2634004",43.1838764,-2.2634004
Iglesia de San Severino,"La iglesia de San Severino, del siglo XV, está en la Plaza Mayor de Balmaseda. El edificio...",Patrimonio cultural,"Plaza San Severino, 1",Balmaseda,Bizkaia,48800.0,Montes y Valles vascos,parroquiabalmaseda@euskalnet.net,946 800 074,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-severino/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.196120146297616,-3.1926468797622642",43.196120146297616,-3.192646879762264
Ayuntamiento de Bilbao,"El Ayuntamiento de Bilbao fue construido a finales del siglo XIX, donde estaba el antiguo convent...",Patrimonio cultural,Plaza Ernesto Erkoreka,Bilbao,Bizkaia,48007.0,Bilbao,infobilbao@bilbao.eus,944 204 200,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ayuntamiento-de-bilbao/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.263858,-2.923088",43.263858,-2.923088
Santuario de Nuestra Señora de la Encina,El Santuario de Nuestra Señora de la Encina es uno de los más impresionantes de &Aa...,Patrimonio cultural,"Cuesta de la Encina, s/n",Artziniega,Araba/Álava,1474.0,Montes y Valles vascos,info@artziniegakoudala.eus,945 39 63 53,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santuario-de-nuestra-senora-de-la-encina/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.12753035091062,-3.135733973016386",43.12753035091062,-3.135733973016386
Casco Medieval de Artziniega,El casco antiguo de Artziniega tiene las características de una villa medieval construida ...,Patrimonio cultural,,Artziniega,Araba/Álava,1474.0,Montes y Valles vascos,,945 396 210,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casco-medieval-de-artziniega/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.1205796,-3.1294083999999884",43.1205796,-3.1294083999999884
Ermita de Nuestra Señora de Olatz,La ermita de Nuestra Señora de Olatz se encuentra a medio camino de la recta entre Azpeiti...,Patrimonio cultural,Avenida Loiola,Azpeitia,Gipuzkoa,20730.0,Montes y Valles vascos,i-loiola@urolaturismoa.eus,943 151 878,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-nuestra-senora-de-olatz/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.18006156396316,-2.27856051589969",43.18006156396316,-2.27856051589969
Ermita de Santa María Magdalena,"La Ermita de Santa María Magdalena está situada en la salida del pueblo, junto a la...",Patrimonio cultural,"Magdalena, 11",Azpeitia,Gipuzkoa,20730.0,Montes y Valles vascos,,943 811 142,,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-santa-maria-magdalena/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.187867160767595,-2.2629530760574457",43.1878671607676,-2.2629530760574457
Convento de la Encarnación,En el siglo XVI la orden de los dominicos eligió este lugar para construir su convento. Ac...,Patrimonio cultural,Plaza de la Encarnación (Atxuri),Bilbao,Bizkaia,48006.0,Bilbao,museo@eleizmuseoa.com,944 320 125,,https://turismoa.euskadi.eus/es/patrimonio-cultural/convento-de-la-encarnacion/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.25365375905497,-2.9206153594551165",43.25365375905497,-2.9206153594551165
Edificio de la Hacienda Estatal,El proyecto de este monumental edificio de mediados del siglo XX (1942-1953) corrió a carg...,Patrimonio cultural,"Plaza Moyua, 3",Bilbao,Bizkaia,48009.0,Bilbao,informacion@bilbaoturismo.bilbao.eus,944 795 760,,https://turismoa.euskadi.eus/es/patrimonio-cultural/edificio-de-la-hacienda-estatal/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.26260238,-2.9354201",43.26260238,-2.9354201
Iglesia de los Santos Juanes,Las obras de la iglesia de los Santos Juanes se iniciaron en 1622 y se terminaron 20 años ...,Patrimonio cultural,"La Cruz, 4",Bilbao,Bizkaia,48005.0,Bilbao,,944 153 997,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-los-santos-juanes/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.25776656257036,-2.9222017668647595",43.25776656257036,-2.9222017668647595
Iglesia de San Nicolás,"El templo se inauguró en el año 1756, tras trece años de construcción...",Patrimonio cultural,"Plaza San Nicolás, 1 (Casco Viejo)",Bilbao,Bizkaia,48005.0,Bilbao,p.sannicolas.bilbao@bizkeliza.org,944 163 424,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-nicolas/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.26011904873632,-2.922576122684637",43.26011904873632,-2.922576122684637
Iglesia de San Pedro,La iglesia de San Pedro de Deusto se proyectó en torno al año 1515. Se trata de un ...,Patrimonio cultural,"Plaza San Pedro, 1 (Deusto)",Bilbao,Bizkaia,48014.0,Bilbao,p.sanpedro.bilbao@bizkeliza.org,944 754 964,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-pedro/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.272299863423996,-2.9455323581475934",43.272299863424,-2.9455323581475934
Iglesia de San Vicente Mártir de Abando,"La actual iglesia comenzó a construirse a mediados del siglo XVI, aunque la Anteiglesia de...",Patrimonio cultural,"Ibañez de Bilbao, 18",Bilbao,Bizkaia,48001.0,Bilbao,parroquia@sanvicentemartirdeabando.org,944 231 296,http://sanvicentemartirdeabando.org/,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-vicente-martir-de-abando/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.263545193556446,-2.9279132625656623",43.263545193556446,-2.9279132625656623
Parque de Doña Casilda Iturrizar,En el plan del Ensanche de Bilbao de 1876 ya habían proyectado realizar un parque en este ...,Patrimonio cultural,Entre el Palacio Euskalduna y el Museo de Bellas Artes,Bilbao,Bizkaia,48011.0,Bilbao,informacion@bilbaoturismo.bilbao.net,944 795 760,,https://turismoa.euskadi.eus/es/patrimonio-cultural/parque-de-dona-casilda-iturrizar/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.265679,-2.940352",43.265679,-2.940352
Teatro Campos Elíseos,El Campos Elíseos de Bilbao es el mejor ejemplo de la arquitectura de Art Nouveau de ...,Patrimonio cultural,"Bertendona, 3 bis",Bilbao,Bizkaia,48008.0,Bilbao,taquillacampos@klemark.com,944 438 610,https://www.teatrocampos.com/,https://turismoa.euskadi.eus/es/patrimonio-cultural/teatro-campos-eliseos/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.26031694,-2.93169815",43.26031694,-2.93169815
Iglesia de la Asunción de Santa María (Lekeitio),La iglesia parroquial de la Asunción de Santa María de Lekeitio es un incompar...,Patrimonio cultural,Plaza de la Independencia,Lekeitio,Bizkaia,48280.0,Costa Vasca,turismo@lekeitio.eus,946 844 017,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-la-asuncion-de-santa-maria/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.36346020012614,-2.502711863754268",43.36346020012614,-2.502711863754268
Iglesia de Santa María de Axpe,"Se desconoce la fecha de construcción de este templo religioso, pero la localizació...",Patrimonio cultural,"Barrio de Axpe, 2",Busturia,Bizkaia,48350.0,"Costa Vasca,Montes y Valles vascos",alkatea.busturia@bizkaia.org,946 870 050,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-santa-maria-de-axpe/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.38250885645948,-2.7006218196822873",43.38250885645948,-2.700621819682288
Palacio de Chirapozu,"El origen de esta casa se remonta al año 1791. Manuel de Chirapozu, nacido en Busturia per...",Patrimonio cultural,Barrio de Altamira,Busturia,Bizkaia,48350.0,"Costa Vasca,Montes y Valles vascos",,,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-chirapozu/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.3686774125793,-2.7038618150970684",43.3686774125793,-2.7038618150970684
Molino de Zamakola,"Aunque se desconoce la fecha de su fundación, se sabe que en este lugar existía un ...",Patrimonio cultural,Barrio Indusi,Dima,Bizkaia,48141.0,Montes y Valles vascos,,946 315 818,,https://turismoa.euskadi.eus/es/patrimonio-cultural/molino-de-zamakola/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.116919412204155,-2.725833378018261",43.11691941220416,-2.725833378018261
Central hidroeléctrica Errotazar,En 1910 Doña Flora L. De Heredia recibió la concesión de aprovechar las agua...,Patrimonio cultural,"Barrio Indusi, 25",Dima,Bizkaia,48141.0,Montes y Valles vascos,,659 803 506,,https://turismoa.euskadi.eus/es/patrimonio-cultural/central-hidroelectrica-errotazar/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.1208851,-2.73342",43.1208851,-2.73342
Cuevas de Pozalagua,Una verdadera catedral subterránea. Con 125 metros de longitud aproximadamente y cuatro si...,Patrimonio cultural,A 2 kilómetros del barrio de Ranero,Karrantza Harana/Valle de Carranza,Bizkaia,48891.0,Montes y Valles vascos,turismo@karrantza.org,649 811 673,https://www.cuevadepozalagua.eus/,https://turismoa.euskadi.eus/es/patrimonio-cultural/cuevas-de-pozalagua/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.26164746077004,-3.384773419943258",43.26164746077004,-3.384773419943258
Convento de los Agustinos Descalzos (San Agustin Kultur Gunea),El convento de los Agustinos Descalzos estaba compuesto por la iglesia y la residencia. Fue const...,Patrimonio cultural,"San Agustinalde, 12",Durango,Bizkaia,48200.0,Montes y Valles vascos,sanagustin@durango.eus,946 030 021,https://www.durango.eus/sanagustin,https://turismoa.euskadi.eus/es/patrimonio-cultural/convento-de-los-agustinos-descalzos-san-agustin-kultur-gunea/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.16736257096352,-2.632894200000002",43.16736257096352,-2.632894200000002
Arco de Santa Ana,El arco de Santa Ana es la única de las puertas de entrada que queda de la antig...,Patrimonio cultural,Plaza Santa Ana,Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/arco-de-santa-ana/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.165943284789336,-2.631991878573605",43.165943284789336,-2.631991878573605
Casa Consistorial de Durango,"El edificio del Ayuntamiento de Durango fue edificado en el siglo XVI, pero debido a lo...",Patrimonio cultural,"Zeharkalea, 3",Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-consistorial-de-durango/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.16706433539833,-2.6320348914016445",43.16706433539833,-2.6320348914016445
Cruz de Kurutziaga,La cruz de Kurutziaga fue erigida en el siglo XV y por sus características es una pieza &u...,Patrimonio cultural,"Kurutziaga, 38 (Ermita de Vera Cruz)",Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/cruz-de-kurutziaga/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.168322551489034,-2.6293002775238428",43.16832255148904,-2.6293002775238428
Iglesia de San Pedro de Tabira,"La iglesia de San Pedro de Tabira se construyó en el siglo XVI, donde estaba una iglesia m...",Patrimonio cultural,"Tabirabide kalea, 37",Durango,Bizkaia,48200.0,Montes y Valles vascos,turismo@durango.eus,946 033 938,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-pedro-de-tabira/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.16098749900043,-2.631603177107311",43.16098749900043,-2.631603177107311
