Nombre,Descripción,Tipo de lugar,Dirección,Municipio,Provincia,Postal Code,Marcas,Email,Teléfono,WEB,URL amigable,Visita Guiada,Capacidad,Tienda,Tipo de Cultura,Coordenadas GPS,LATWGS84,LONWGS84,valoracion,num_resenas,url_imagen
Casa Consistorial de Otxandio,"La Casa Consistorial de Otxandio se encuentra en el propio núcleo urbano del municipio, ju...",Patrimonio cultural,"Plaza Nagusia, 1",Otxandio,Bizkaia,48210.0,Montes y Valles vascos,idazkaritza@otxandio.eus,945 450 020,https://www.otxandio.eus,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-consistorial-de-otxandio/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.040453376233515,-2.654710598147625",43.04045337623352,-2.654710598147625,4.6,59.0,https://places.googleapis.com/v1/places/ChIJo4HadFnOTw0R2BXPYltRpDI/photos/Ab43m-vWZ3QDRFT8UTApCpbu4nHoU7I1OewPUC7BTE48vkj0Gnq5ywmNx_ARu5Ge833l42hYAFwMjKWJe0c3-EMy-ud-22RV_md76G2ZdV89iHQuLUHoTVM84IEdobnY-tnrFh2LeebsKd30Ea5OCDkyPZWYd8q0uyKlDJr8mQP5adSm8SN2Uo3OUFbKn0Hxj_V9XJNJrFKgRcy7TwPNeccl6CooGtvTG1SH2MPLImp_Hx50c2op519pAVY8LcS9jsMT6TyyZmdgja-aDilL5Ay6n4sbKcOlVXx3tAVIj0-jtVFAy2869jQv74_RP5HBX2UyQrVTyk8ymP42lsklrMaybnB26ADeOpIiVq-O9nFE9wHTBGtVC8C_cEEkXo7tT4X01XFpi-5VoyvlcF_KSoT8MAj5NMqDOQXUK1QOGxvnSNnUui8/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de San Vicente,"Ubicada en plena Parte Vieja de San Sebastián, la iglesia de San Vicente está consi...",Patrimonio cultural,"Calle de San Vicente, 3",Donostia / San Sebastián,Gipuzkoa,20003.0,"Costa Vasca,San Sebastián",sansebastianturismoa@donostia.eus,943 433 596,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-vicente/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.324505790285045,-1.984152329499802",43.324505790285045,-1.984152329499802,4.5,1170.0,https://places.googleapis.com/v1/places/ChIJNS3XzE2lUQ0RPEXehNthpM0/photos/Ab43m-vM-QY6gs_L8GSxOTwZCx4S5r0injGlkjZy8u0_l3Wijx5Xi-mJAf0qKAp3y1s4gE25uRa5JldUB8yEKivhCgJ4xDbfMvJwji75siZhGZb89eyoYLkgBVUvfO60u5KOJn6oklnokZZFYaZn2KnErMEq83kKbuX1PnpIZXjA7RDg_rGO957HJ8rxuEp9Z1ycDOyRzS06-R_Y5ffWcG1ur6_ZjTFaVOjk2jH-9cfsUtS2DyMZKR87YioDjze3ownRPmjJYQAtOwLuokf0JDN1yDJ538Lvs1pmtv-WKLtkXCXV_EHXR_Jq38qT9AlTBwkX2WoQHxKr8zj4Xfi4fk9YL2P25y-ChSx1HypzI3P9f7oEySh4KKHtDeIhK0MvoMe77MZdU8OH38BZGFzEi-ZVqYNnbYdw0APKsj1l5XvcQeU/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
"Iglesia, convento y colegio de los Franciscanos","Se trata de un conjunto de edificios (convento, iglesia y colegio) que alberga entre sus muros un...",Patrimonio cultural,"Calle San Francisco, 2",Zarautz,Gipuzkoa,20800.0,Costa Vasca,arazi@arazi.eus,943 833 641,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-convento-y-colegio-de-los-franciscanos/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.286399081577194,-2.1734931246063525",43.2863990815772,-2.1734931246063525,4.5,51.0,https://places.googleapis.com/v1/places/ChIJ3_auPkPIUQ0REP0_jiEz0jc/photos/Ab43m-usKSi9CtnSzdW-O74k8Ps7Q7v44vINZs0pAiLR9kr4BYyXE_-ZavqyNp1-MnJwUkmrYd2P14qC8CqAuowCukLWTz36aBo7vyC7SXEQ22vkCWqIUiK6-1ZRCld1TE9dCnsThDyCMTrNcvqrkswQ5avA7i_DcyITXmlvaZbr22S--TOfK4mPjZ2cH9u4rD3vjNRygL2EGnXewnjmYfvdvoGIL-q-_aklPchPJxBDSP_h8j3mwI5K0YxJi6OMUCX9xAGFnxPaiCyysQOxSDkxpOk8sup-GIWdddnVfSc0HonYLn-yaUWy5B0GWnUKTFKZoaQHeFSVUOgAFc6u2onxB7kPTpsyVhWmnVHnWSpihks_jXpT6LdBUW9Tvy34koNbWUDaR-QgktWCOtw8dRVhq5Dhi8rdIT6lcvww4dBeS4BZvCLj/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Castillo del Emperador Carlos V,"Situado en la Plaza de Armas, en la zona amurallada de Hondarribia, el Castillo del Emperador Car...",Patrimonio cultural,"Plaza de Armas, 14",Hondarribia,Gipuzkoa,20280.0,Costa Vasca,hondarribia@parador.es,943 645 500,,https://turismoa.euskadi.eus/es/patrimonio-cultural/castillo-del-emperador-carlos-v/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.363551,-1.791278000000034",43.363551,-1.791278000000034,4.4,2650.0,https://places.googleapis.com/v1/places/ChIJWTck3wcJUQ0ROG8QLnOjJJM/photos/Ab43m-tNF_tY_svWz38tCB6Fs8FSpgJz3irIkyTI8lKRqdzxtIQmVb3DHR6MDUTOH_YgWdbqaHKXvvyXgesHv6Wj44feFkTEofzbkdzMLJR01ZW5rJpTzfn0kGkzQMZZLd_gKlYOXu9uhPN_YDYex33tNV18_mnv6W6f3pmR1Gx1VB3ojYT4uvCk0N5J8kk-yFMH__KzjBJDf09wyqN2Q-5g2Q6ZRZUj0DiH5IFUYy9Jdt66Pvtl5scPGNe2uDkpmRkTJCnkrMeyNDxElPI7f14fAP2dFxsoGdP7B8HIDbju622NjmlXSuTwl5nBcpbI7tYQB4sAgm5NQR_QMYXwLGIp53xHyj6Q0thMPCsKhzvShm7ul-4gUx2Z92jMpColtyrCCCXOxuzl9kJUOJ-knyyWQDiloauBSxrYOgLr-QfUwmAyDeo/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Palacio de Narros,"El Palacio de Narros, también conocido como de los Zarauz o Corral, está situado en...",Patrimonio cultural,"Elizaurre, 2 (Casco histórico)",Zarautz,Gipuzkoa,20800.0,Costa Vasca,arazi@arazi.eus,943 833 641,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-narros/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.28714900980535,-2.177357242327853",43.28714900980535,-2.177357242327853,4.3,187.0,https://places.googleapis.com/v1/places/ChIJmY4RxF3IUQ0Rfkd1X5s8Ghk/photos/Ab43m-t4L-0RfzJf-2CzKMk3xuvXB6X7JWPx4bbZWsIQKlwygvlbi1mWXQmp1sBaevb_cOwjUrIfxa5xaVJ0toGZ_6SYOMRSRG987MUfCdljaqcPGeJ7j7AnNO6Q0xhE64q2HmbfqJdyZP3tpZTl7WTwrFqxersN1jH9WSaQ5d6uWlQpYVLJ790q5xgZ3eNlo2n14nAZ7WdU4imt3bKc51x9tBgV-FPenXZN-dWAfdyAVWV2gPoe-_oy7DR45NKj7DYJFAiaUkeL-PQ9ICZN2tGvXs9_wxZYnp-bMjsHuMP9s6jp4lrByQXI2VcbXpzoZ8bn_XzfZir1voAn6-uQ9NHrcy_V5Pq9lKJ33kjhLGphpwZhpk4sQuTo2B_iisI3Ofj9UenOHpq_uOPuXnL36NUFnKqH5z-BQD2warlFBNqNrmFEdGtu/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Casa Portu,"La Casa Portu, actual Ayuntamiento, ha desempeñado diferentes funciones a lo largo de su d...",Patrimonio cultural,"Calle Zigordia, 13",Zarautz,Gipuzkoa,20800.0,Costa Vasca,arazi@arazi.eus,943 833 641,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-portu/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.28531881706153,-2.1751223957008348",43.28531881706153,-2.1751223957008348,,,
Casa Solar o Palacio de Barrena,"Construida en el siglo XVII, la Casa Solar o Palacio de Barrena es una de las construcciones arqu...",Patrimonio cultural,"Plaza Nikolas Lekuona, 1",Ordizia,Gipuzkoa,20240.0,Montes y Valles vascos,kultura@ordizia.eus,943 88 22 90,,https://turismoa.euskadi.eus/es/patrimonio-cultural/casa-solar-o-palacio-de-barrena/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.0542463964784,-2.178550301852397",43.0542463964784,-2.178550301852397,4.5,88.0,https://places.googleapis.com/v1/places/ChIJuV_4swA3UA0Rsy16onMsVAA/photos/Ab43m-vwUs7ZMmK2o8L53kj7SfupnjQ8r3Lry0ryDQguQYHePWnRNe28GaHZDf1wT-vasQfsLXVri6EioDJal5eVSdTq3nF3Axwm24IlrUS6cOb_uJQg6_e68I1Q5KUMesIC-1HEX30moqrQXTAl61McaDzoTyHDE_ibDEGPOeLtVmIyB6K8X0372KDbYOEB3A80kUWZVM4dbtkMyKsvA5DXNsVlE6Jjk4OfCuYmKAs2l0_eLIz5jbRQpqktbCdHHaHzZlMMy_u1eEp0wHPGHormYMC75jEQ0ShAv3Hkk_dyXxz0nAZ8wa3-jMct7lkK1gOnixKAtgBucZtkgtYJ81yC0AuKzUtacyUmU3qlWQwd5LFdJuA0Gmsateo-Cbrt_fqlRuBcXZcylT32IkVcBqKwykw7PvwnGWCfxhK8Z6dYIfw/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia Santa María de la Asunción y del Manzano,"Construido en el siglo XVI, el templo posee características góticas, renacentistas ...",Patrimonio cultural,"Calle Mayor, s/n",Hondarribia,Gipuzkoa,20280.0,Costa Vasca,turismo@bidasoa-activa.com,943 643 677,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-santa-maria-de-la-asuncion-y-del-manzano/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.36300891650969,-1.7909641932541343",43.36300891650969,-1.7909641932541345,4.6,219.0,https://places.googleapis.com/v1/places/ChIJ_2yAxQcJUQ0RtW_Amo3knB0/photos/Ab43m-tA2GCzLcw8kkguwz4ns4ICmFf4og7erEttKp67TygrBjiuBjRatrrGF5A1GxBvVXDVzjIUo3gZCMzWWrGmcwlxsWAhYMynktNiGLHIheZcoROWPpNLFHMFThDG_4nfS3YJv6vEJ0EAQfVpXi_YFGxIlPXmjkmFN3uXF2aJSt7-nV5rM1XP_P0_tIm3gKRwdSZieOHUMSCheeXP2yhaQTRP68ypPAHluLxRQlct72_42dtr6SeuP2CYdiwsssdyZHLSKlFkQaDlfltPP3GnkPAhbUby2K1QuQZUzAfQ3dFbesK4GwFwZHvb8-AQ_mxFd_tYZptWzU4lKsI5W7P1C0Mw92hQs0WVhsMPxq9E3Ffc0nOZ0yTLdesKkaeB9pCf8quLD7gzMhBRCl_n32Hot-ggNeVNwrrF_8ebs3yPCtqVmzM/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Palacio de los Isasi (Markeskua),"El Palacio de los Isasi, más conocido con el nombre de Markeskua, es una de las construcci...",Patrimonio cultural,"Avenida Otaola, 1",Eibar,Gipuzkoa,20600.0,Montes y Valles vascos,markeskoa@ueu.eus,943 821 426,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-de-los-isasi-markeskua/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.18339220679621,-2.4786331673981388",43.18339220679621,-2.4786331673981388,4.5,2.0,https://places.googleapis.com/v1/places/ChIJWYGwOYsqTg0RycQsk1Bsfag/photos/Ab43m-sPXOs8OFfOA_OWseEKbozhgJkSfUvmHmsoqbzM6y5xafvD5PB-Hc3aJWz01fCv8xmupUjm93VryFbY5Z5f6_A1XvPlulOTw4sLnal8YgsRve83qUNEktPWhZIDwIl4qZMlvs-JI0mt9bfBB911zyMGunBznmr-h4Jk9JeUix0N09lxw1IVBcUTRkyf1q-tsS1NEKQbjr3I-fF-zWmikT9R4XJjv-uvjeRlT33WbCCIbbPFTCi6fvuhYgfWE-sjuqXJ27Bi9NLoNk1jLv4A6rFbXYnTUFelonue-2ZIZDUNXAlHiB8ERgpg65I7Ias1VwzLTzsD_3iIFGJ5_yQadhiQKajlFhZkdUn-QtWnvkpDWVegJR0XSGpMGnXdVWWUaIpgpxX5MWwCwXoXqJVoi7iof6AE2GW0Q7bREKCY6Z7qhg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Palacio Sagartegieta,Durante siglos el Palacio Sagartegieta ha tenido mucho poder en esta zona. Sus moradores (los Sag...,Patrimonio cultural,Barrio Maltzaga,Eibar,Gipuzkoa,20600.0,Montes y Valles vascos,komunikazioa@debegesa.com,943 820 110,,https://turismoa.euskadi.eus/es/patrimonio-cultural/palacio-sagartegieta/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.19573777307104,-2.4378536711639165",43.19573777307104,-2.4378536711639165,4.5,2.0,https://places.googleapis.com/v1/places/ChIJxyz9G6PVUQ0RXwJLlB7cHSY/photos/Ab43m-u6fAPYSvIsJ5RFLks0CWL0WZbKjikd5oWVuFhuqeA-S-MqSmUjd1w_eBACJ5v5PgF31MYNGoUC6aFYWYcomze6dN9ddRx80kH-9dYbd8tRIAm9KL82AEBznJFE-vTvtt18UlVhxJAk4cW8x9EnoxcP9ThCCxuJMJHEd13_oe4MCBvb4UEeEt-wgEJEKQnoBc0CJfPoqRqSNfNukP4ienOFE_tBO7Vpv4vl-ca_-eC2kZs0gnH0gAc9n39yCCG7eQ3wFhz3GeqhdK0juQglhVYIdetZiyF2Bo7TfSMF3_aWOUpUJbnX9I9P_PSK_gHKMggjSvkc0DDQjkyWJt_9QfW_O8zlxsEnbF7-ckB6TFJY1VoiyUcPYKzot7wYz3Tl6L3rrbUegerYGaw4iEAGDuMUTYf3uDDSU2PWbTcX-WXxdA/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de San Andrés (Eibar),Eibar nació en torno a la Iglesia de San Andrés. La primitiva construcción e...,Patrimonio cultural,"Toribio Etxebarria, 26",Eibar,Gipuzkoa,20600.0,Montes y Valles vascos,,943 201 151,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-andres-eibar/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.1856383342395,-2.471153607409633",43.1856383342395,-2.471153607409633,4.1,107.0,https://places.googleapis.com/v1/places/ChIJk-H1DYgqTg0R_hWE13KsuBI/photos/Ab43m-sAYTT7pIhmtL0E_NVRl5aJzw_UMq9z7TwEsF6F--4DgkXeyu3IPPoaQk8tNGqB-NJX9wXzZqd742GZHqLNTp3jGmH1lF5P5BkuM2g0AD5jg91Aubc9Mr4VzZTGWMs9iSiQfdTEKlFZ2Ty3oOC26pA8gxysHdQmvKL8pJ6pF1SFxdHWNq4rOOc-zypv2kSIpkzWupT5R8LXEc8rzq9K_bsW_K6ltTV8Q3b3GyY34vif2k9WHJQmOgyZKfpwR34YwzWi36817tlc_gM8Txr7dVdJmZmM59cWWa0jKuKxoGfemWqToNM7lGJqInDr5NU46naad5gOcNdyKh6KUUamIJEQkNWatrfj5qwz7zlKjPqIOJwPxAE3BMpnazcgij4IFUcSBfuy4_-VrPJn26PpOUvNah6tpt_d4uYgNcaaak6frCF1/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de Santa María de la Asunción,La primitiva iglesia de Santa María de la Asunción fue construida a finales del sig...,Patrimonio cultural,"Calle Santa María, 6",Ordizia,Gipuzkoa,20240.0,Montes y Valles vascos,turismo@ordizia.eus,943 882 290,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-santa-maria-de-la-asuncion/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.05314910193624,-2.179541485250065",43.05314910193624,-2.179541485250065,4.7,24.0,https://places.googleapis.com/v1/places/ChIJYSIpHFw2UA0RbW8Gspain74/photos/Ab43m-uYUBWvwLIQLARrzXLDirmicG1tyLnZ2gEUcbR235QLXDMTtC1xp3vImi9Z8sj9rlQLwvzgOXpOvATpCjjfkDR3d38nTm3VqttC-Pw-t7ljFc76H_WFu8pagBb30o8Km8tC-fmhmD7-yiXCFgPkQb1qya_bm3BTe4OkKwlNu3gbcwfMbipbBkk3g_RT5cy26BxHJ5SQ2X7yuyzWVGN4Q4zBTELJkzdljhApnrvOjP04IOoBDMfoS_ZIwiRk4Iwt4BgVvLplh22Yfz902DtEL07oaC7_nW5baDNTKztOdRoA6clCypQl5qi3IuOWL-OrKFWTiskEfSCYAWt_wgLjcFa6tDMdNmdE9qdjQwfPw4cp7mM1cgkNsDSB1hc1zai-kju0DoIHxXj5vg0awRQDIcZ-jPfHkEjCzTBmR8G67265LOAFaH_tkIp_DTy7QZm_/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Caserío Justiz,"Este antiguo caserío de Hondarribia se encuentra en las laderas del monte Jaizkibel, cerca...",Patrimonio cultural,Barrio Montaña,Hondarribia,Gipuzkoa,20280.0,Costa Vasca,,943 645 557,,https://turismoa.euskadi.eus/es/patrimonio-cultural/caserio-justiz/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.37434,-1.8292048",43.37434,-1.8292048,4.0,451.0,https://places.googleapis.com/v1/places/ChIJcZeuWOAJUQ0Rv2mtp39LegA/photos/Ab43m-sABEqRwwiOH5a9odptI5OL477hZ6UwiM_zPlKH0KfwVroGDY1zXAIw-2MXzV8pNrEfoyRJGbDu5xoqSZHS3VXb9RzQmPx0k2kJozVYr2ml8DvrOB3ipUICOV8hYxKXD_WYkXK7ZQJ4v0z2RAWnoH5H1uOKsLtPEjifAJsyP6MMwdxV1d-T-aVBBQvJ9ZuRBEvDVjbJHBIInkwXQj-pb6YdvJZ37m3ikc2rQ97VAqN-qCSQFoQ0_JrHdNKkWnYBtMzk9nFvyxImgOGd8gJGwMLnOW9p6rJefrEmUvDvbkOxGQ/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de Nuestra Señora de la Asunción (Zumarraga),"La construcción de este templo comenzó en 1576, pero tuvo que realizarse en varias ...",Patrimonio cultural,"Elizkale, 2",Zumarraga,Gipuzkoa,20700.0,Montes y Valles vascos,,943 720 607,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-nuestra-senora-de-la-asuncion-zumarraga/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.08890396211556,-2.3134024902129835",43.08890396211556,-2.3134024902129835,4.2,44.0,https://places.googleapis.com/v1/places/ChIJg8C-le0tUA0RWwaoC236BWQ/photos/Ab43m-uCJBP5YKOGW5AA3I3wKE-EO1nqxmu-W0hqwxqU_EN5vKqGRhHHtLDigu-_WKiX4wy4fOjJkEfKBJYsR45NwLDK5kKCBNrG4eUNGtHvk5hwzxNAswXUT2kIQiH3kyAsq1xXpG0ODWdvnaUHpSJj_VTdm3gQlQY9nuZl68ydprb1BHB7skY19XGpbHdUpcg2pEoJIKCJSPLYnkEa52VRSP7ClBdEl-6k-vr6p10kFMz2RlSHsARgTamQI23RHMM8-2uC9kVIcdUduWrQqkp0rnbTXwUwY98Gw46X0pjOQ8DoZJv3rRXuKiO0JlJA_PhUwlx5MHu9rnznTu3Nr17lkjpg9KwsQNPZL028vNyGfZNfnZ3I5xPmZr5P8PJOAgPy-KrW1_gMli5mPTO0bXYwrnrujTQBKuG2EIpW4iM_ki1zzg/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Santuario de Arrate,El Santuario de Arrate es un punto de referencia para los creyentes de este valle. Se trata de un...,Patrimonio cultural,"Arrate auzoa, 1",Eibar,Gipuzkoa,20600.0,Montes y Valles vascos,egoibarra@eibar.eus,943708423,,https://turismoa.euskadi.eus/es/patrimonio-cultural/santuario-de-arrate/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.20519626639654,-2.446203710311916",43.20519626639654,-2.446203710311916,4.7,41.0,https://places.googleapis.com/v1/places/ChIJoRF9IpPVUQ0RFy9lmybgrko/photos/Ab43m-vKAq1YasN_DLcECcPLmZXwNtFyctRzwat_ynIsuhVgu56xz29G9sEtWZ7CTdqczoSFGTcVzkvloPCAHeuwDt28RB5GVW_MBc-1zULZrTowGZLchy9hGDtMCDtbDoiz9nNFVxqoUISkqjcNoIfjqPFMX0X2-ZFwUGzWoXGK1tR-9ydiM9CNrj9iUIpt_iCkpnImVPuxZaDcTkD7DFkV9NceeaaVskAnSM9pyCQjBSHEGhjBER-phS_CwKhkcRV9Y2OA-RgYfuyizmN5F9vtl8J8GzmgWIx_5-49_vRpAPd-FHqkrfQaR3OQN3foI6ntlPqsjZM3FuXpgPTDgvm0e249FXSa6ciDrzGhF1SINM39yhYXINBG09D7frEc2ytDE_Fqiyyu7VpV7w4t1BeUTnVhSUUkBfTW8vqdx20C_rl1EwAC/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Iglesia de San Juan Bautista (Pasai Donibane),"La Iglesia Parroquial de San Juan Bautista es de una única nave en forma de cruz latina, ...",Patrimonio cultural,Calle Donibane,Pasaia,Gipuzkoa,20110.0,Costa Vasca,turismoapasaia@oarsoaldea.eus,943 341 556,,https://turismoa.euskadi.eus/es/patrimonio-cultural/iglesia-de-san-juan-bautista-pasai-donibane/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.32488622759829,-1.9174635017135389",43.32488622759829,-1.9174635017135389,4.4,163.0,https://places.googleapis.com/v1/places/ChIJp_TqDOWlUQ0Rr4dip52BS0E/photos/Ab43m-uL-jQa2Orq9NLSraVzljp6F1i2YcNZih2uqOvYXoc7EIgw1tAHzS1lW_kxMg51bOa3mm1cfCdHpq1-UlsyFX90pCf413FlYaiz1MMcMuyKtCQE3q-p53RBVN7kNg8_CSFcgA4NqaDCSUT89_qdMK5ZtYFVsFVdZBr7rsyNxp8aRuhSG5bem8edUnFbT6b81PrVBJGMDFS-QT0tUdBB1hJMj2692fh2RuJqOnHXff0qEHgq-jl7oqz29yT4DrmzL89DykVv7hXV2063iqMizZG0FpHkpBFx67mShsSibGjhKitCWtFAt_0ueiaqMYwJZtedLyOhLwga6ZB0Gx4yvxLzwmzpWc7zrBz0z-eNppQfKBY8_7rstKnglm2zSQ4dq3KtOYOhXJmiZ8ykj0kMXYNVkhBLlw-MVgIb5IN_Bdze0W6K510nL7Dlc49d93x-/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Jauregi Handia (Casa Legazpi),"Esta casa torre se conoce en el pueblo con el nombre de Casa Legazpi, por ser la casa natal de Mi...",Patrimonio cultural,"Barrio Artiz, 30",Zumarraga,Gipuzkoa,20700.0,Montes y Valles vascos,informazioa@zumarraga.eus,943 729 022,,https://turismoa.euskadi.eus/es/patrimonio-cultural/jauregi-handia-casa-legazpi/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.08651456494201,-2.3196179884994383",43.08651456494201,-2.3196179884994383,4.1,28.0,https://places.googleapis.com/v1/places/ChIJRyluCOktUA0RIcP2lDU5Xic/photos/Ab43m-uT3IfkDaHHnrDdLUK9AcW-L9sQHJSwN2LLstDD6fFd5uvAOvrdl4oMdnTabc8HrFudttseBoXHpwwsd9o3khDp3Y4PaKfcZZZ5zKD9R9GD7bS2qSeYI4B6lsrFVIgM7hvCrX-mGqvVTG1qXfc1ICHTcIJf4XADkfjGt_fA5n84GNgl7UnFR_P6NhL9XH5TxZGQ6_El9awrkSq_EqJRvex72o2KLDWhhJoJboDdlyMohKBSc7bCSoQ9R0Bs9hLxco5141Fxd0-nhEUNp6irw7Cy0xhIMWujfizvboc6MCjUzkgB5ohcl5dNlBB9wXI3osIoMDAbkgC-J3cyGDSff18dgZaQfqI9FQG1IZqM9n76qY9W2XtuPVQzHh33_M8g9acfOnfvakPM1hn83TJDbBtQuB3MCmbLAoBzGIgSJWbQqbxk/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Ermita de Larraitz,La popular ermita de Nuestra Señora de los Remedios de Larraitz se halla en las faldas del...,Patrimonio cultural,"Larraitz Auzoa, 12",Abaltzisketa,Gipuzkoa,20269.0,Montes y Valles vascos,tour@tolosaldea.eus,943 652 900,https://www.tolosaldea.eus,https://turismoa.euskadi.eus/es/patrimonio-cultural/ermita-de-larraitz/webtur00-content/es/,0.0,0.0,0.0,Patrimonio Cultural,"43.03643939499185,-2.0989297447051802",43.03643939499185,-2.09892974470518,4.3,24.0,https://places.googleapis.com/v1/places/ChIJI2-0TfxIUA0RB6Bmjf-k7EE/photos/Ab43m-swrKtjngkvHb4sI64Nh4JGs7UvLElkXyLRDIbK9NIZ2I6aGVKctTZr8q2eOF_0cXAw4cgoyRSpbNDMKJPaI0wTLB9SBIpc_xTQVJyhiT2V63KnJE1fi5FEFa0l_X4rfhz67PKXzeNCtQNJ2DMahK8NWpHrHLKz9UqExc-TLHTRfF7_lSZTml7NzcsoJh_WrqLXPK0eSrSQPsQfSfX5arYRIpR4Gnj2pqcxPGw2xID_SgD89e47SwixShfBxZyiAeyhrlBW7vs1uVazgg_Vv17-XW-S3pyJGKDCclYzGDxzFUnOQSeJBWf0Y-Z0EP0EuajP_1hYVtLLOG4sm97Dn8sU9KvTgX2VdIoBdn_49YsTDa3DKaH_TF2tiBLaYtVZHx6IW7K3bpuXy1w0AwV4B2smqrGYagydmKJjblK4qbeZj5if/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
Muralla de Hondarribia,La muralla del casco antiguo de Hondarribia es una de las pruebas más evidentes del o...,Patrimonio cultural,Casco Antiguo,Hondarribia,Gipuzkoa,20280.0,Costa Vasca,turismo@bidasoa-activa.com,943 643 677,,https://turismoa.euskadi.eus/es/patrimonio-cultural/muralla-de-hondarribia/webtur00-content/es/,1.0,0.0,0.0,Patrimonio Cultural,"43.36241204012885,-1.7934754639709305",43.36241204012885,-1.7934754639709305,4.8,24.0,https://places.googleapis.com/v1/places/ChIJTYPKnnYJUQ0RQzcQT9iURbE/photos/Ab43m-skxlX7QzEQrQgSXgmaxyji-Vy3LWnMQP_63u2Pb1xEXFpacN7xIQr0RAMElBdYILuMzdglbYzhn2exWnuA6t4xQ-yBdIYeFoqtIrwwkbK5Th78zhuWcfV1MCtN7ybFAjaSCW7xOqlS3cvfAYdTNejJ5gmdIgQYldVI_rGY75LHLxLmKtfoiyl6SdJBtJSegS66xbM1KUjjUfOLja7_B_YBdqXIijbkOOm8DDGEblA-YB6QSbsPR8D-dw87JG6k99SWguXmt-k4pWqcgAUlkc8-7o9Ze_oiMUzxMct6xW_TxoySYd3goAYsLuUNiL078-Xxa4e-r0h9HLv4QYp5x3BFcIm6Sj2jNJ1BFMNLr8cq0Qeoklve9yHKKzFQud2z6IwXkkH0o40Rf4bhX8QwHUNYp8yysmjUQSG0aC9hwuD0a4yV/media?maxWidthPx=800&key=AIzaSyATEGlNJNLtQ_luyii8AYQS29oxEByCZis
