user_id,culture_id,puntuacion,texto,created_at
1810,242,5,"Increíble experiencia, volveré sin duda.",2024-02-06 00:00:00
801,242,2,La atención al público mejorable.,2024-04-26 00:00:00
487,242,5,Muy bien organizado y con una colección fascinante.,2024-10-11 00:00:00
901,242,4,,2024-03-27 00:00:00
642,242,4,Interesante y bien presentado.,2025-05-22 00:00:00
1493,242,5,"Superó todas mis expectativas, altamente recomendable.",2024-02-15 00:00:00
1945,242,5,"Superó todas mis expectativas, altamente recomendable.",2025-06-29 00:00:00
878,242,5,,2025-07-08 00:00:00
651,243,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-02-11 00:00:00
1969,243,3,Visita agradable aunque algo corta.,2026-04-09 00:00:00
1337,243,4,,2024-01-29 00:00:00
89,243,5,"Superó todas mis expectativas, altamente recomendable.",2025-03-13 00:00:00
653,243,4,"Muy buena visita, lo recomiendo.",2026-04-06 00:00:00
1250,243,4,"Buena experiencia en general, precio razonable.",2026-05-29 00:00:00
112,243,2,La atención al público mejorable.,2025-08-09 00:00:00
45,243,4,"Buena experiencia en general, precio razonable.",2024-06-15 00:00:00
905,243,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-05-15 00:00:00
667,243,1,,2025-11-29 00:00:00
878,243,2,,2024-09-12 00:00:00
523,243,5,,2025-08-07 00:00:00
325,243,4,"Buena experiencia en general, precio razonable.",2024-10-02 00:00:00
1383,243,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-01-13 00:00:00
1030,243,4,"Buena experiencia en general, precio razonable.",2026-05-06 00:00:00
393,243,4,,2025-04-18 00:00:00
640,243,5,,2024-02-07 00:00:00
1184,243,2,"No volvería, hay propuestas más interesantes.",2024-08-11 00:00:00
142,243,4,"Muy buena visita, lo recomiendo.",2024-10-10 00:00:00
288,243,4,"Muy buena visita, lo recomiendo.",2025-03-27 00:00:00
144,243,4,"Buena experiencia en general, precio razonable.",2024-09-22 00:00:00
1629,243,2,,2025-10-07 00:00:00
1509,243,4,"Muy buena visita, lo recomiendo.",2024-08-26 00:00:00
1512,243,4,,2025-12-01 00:00:00
178,244,4,"Buena experiencia en general, precio razonable.",2024-02-12 00:00:00
1541,244,4,,2026-01-01 00:00:00
1500,244,3,"Correcto, sin más. Esperaba un poco más.",2025-11-25 00:00:00
623,244,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-01-05 00:00:00
612,244,4,,2024-04-21 00:00:00
1684,244,5,Personal amable y exposición excelente.,2024-03-20 00:00:00
143,244,5,,2025-01-15 00:00:00
1769,244,5,"Visita imprescindible, me encantó cada rincón.",2025-10-19 00:00:00
510,244,5,,2024-01-26 00:00:00
1187,244,5,Muy bien organizado y con una colección fascinante.,2025-02-21 00:00:00
1879,244,4,"Buena experiencia en general, precio razonable.",2025-09-28 00:00:00
1359,244,4,"Buena experiencia en general, precio razonable.",2024-06-02 00:00:00
834,244,4,,2025-09-15 00:00:00
1383,244,5,,2026-01-02 00:00:00
688,244,5,Personal amable y exposición excelente.,2025-12-30 00:00:00
551,244,5,,2026-04-30 00:00:00
1994,244,5,"Increíble experiencia, volveré sin duda.",2025-01-25 00:00:00
1506,244,4,"Muy buena visita, lo recomiendo.",2024-08-17 00:00:00
1293,244,5,Personal amable y exposición excelente.,2026-01-21 00:00:00
711,244,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-03-28 00:00:00
99,244,5,Personal amable y exposición excelente.,2025-06-16 00:00:00
59,244,4,,2026-05-06 00:00:00
1109,244,4,"Buena experiencia en general, precio razonable.",2024-09-05 00:00:00
1530,244,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-04-11 00:00:00
1076,244,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-03-31 00:00:00
1487,245,3,Visita agradable aunque algo corta.,2024-03-22 00:00:00
605,245,4,"Buena experiencia en general, precio razonable.",2025-10-31 00:00:00
1326,245,4,,2026-03-16 00:00:00
312,245,3,Está bien pero no es para tanto.,2025-07-04 00:00:00
1381,245,5,Personal amable y exposición excelente.,2025-11-12 00:00:00
248,245,4,,2024-10-20 00:00:00
854,245,4,,2025-02-22 00:00:00
491,245,3,"Normal, ni mal ni especialmente bien.",2025-05-21 00:00:00
1502,245,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-04-09 00:00:00
521,245,4,,2024-09-26 00:00:00
1770,245,5,"Superó todas mis expectativas, altamente recomendable.",2026-01-30 00:00:00
1789,245,4,Interesante y bien presentado.,2024-01-25 00:00:00
387,245,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-06-11 00:00:00
670,246,3,Interesante pero le falta profundidad en algunos temas.,2024-12-28 00:00:00
49,246,5,"Increíble experiencia, volveré sin duda.",2025-12-30 00:00:00
682,246,5,,2026-04-24 00:00:00
1609,246,3,"Normal, ni mal ni especialmente bien.",2024-04-20 00:00:00
1801,246,3,,2026-01-26 00:00:00
1037,246,3,Interesante pero le falta profundidad en algunos temas.,2025-10-07 00:00:00
914,246,4,"Buena experiencia en general, precio razonable.",2026-02-14 00:00:00
58,246,5,,2024-07-06 00:00:00
1764,246,5,Personal amable y exposición excelente.,2024-03-26 00:00:00
26,246,4,,2025-08-30 00:00:00
77,247,4,Interesante y bien presentado.,2024-11-24 00:00:00
240,247,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-10-13 00:00:00
1974,247,2,,2024-10-31 00:00:00
631,247,5,,2025-06-14 00:00:00
223,247,2,La atención al público mejorable.,2024-10-19 00:00:00
205,247,5,,2024-07-01 00:00:00
1443,247,4,,2026-01-22 00:00:00
1714,247,2,La atención al público mejorable.,2025-06-15 00:00:00
510,247,4,"Buena experiencia en general, precio razonable.",2024-04-11 00:00:00
41,247,5,,2024-10-21 00:00:00
907,248,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-10-22 00:00:00
1719,248,2,,2025-09-12 00:00:00
1895,248,5,Muy bien organizado y con una colección fascinante.,2024-05-24 00:00:00
673,248,5,Personal amable y exposición excelente.,2026-02-11 00:00:00
1121,248,5,"Visita imprescindible, me encantó cada rincón.",2025-07-06 00:00:00
180,248,4,,2025-05-15 00:00:00
393,248,3,,2024-07-27 00:00:00
832,248,5,"Superó todas mis expectativas, altamente recomendable.",2026-01-19 00:00:00
406,248,4,,2025-04-09 00:00:00
1759,248,4,,2025-12-24 00:00:00
1671,249,4,,2025-03-18 00:00:00
989,249,4,,2024-05-20 00:00:00
231,249,2,"Decepcionante, esperaba más de este lugar.",2024-12-28 00:00:00
27,249,5,"Increíble experiencia, volveré sin duda.",2026-01-14 00:00:00
607,249,5,,2024-12-09 00:00:00
1399,249,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-11-19 00:00:00
1585,249,5,Muy bien organizado y con una colección fascinante.,2024-02-09 00:00:00
590,249,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-11-21 00:00:00
992,249,4,"Muy buena visita, lo recomiendo.",2025-10-11 00:00:00
847,249,4,,2025-08-23 00:00:00
827,249,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-09-28 00:00:00
459,249,5,"Increíble experiencia, volveré sin duda.",2026-01-21 00:00:00
265,249,4,,2025-10-12 00:00:00
387,249,3,Está bien pero no es para tanto.,2024-01-04 00:00:00
633,250,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-08-01 00:00:00
807,250,5,,2025-12-05 00:00:00
294,250,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-08-28 00:00:00
1010,250,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-11-03 00:00:00
1606,250,4,Interesante y bien presentado.,2025-05-16 00:00:00
887,250,5,Muy bien organizado y con una colección fascinante.,2025-07-10 00:00:00
982,250,5,,2024-04-25 00:00:00
1704,250,3,Visita agradable aunque algo corta.,2025-03-05 00:00:00
1414,250,4,,2025-11-09 00:00:00
510,250,3,,2024-11-22 00:00:00
236,251,3,,2025-02-11 00:00:00
219,251,3,Interesante pero le falta profundidad en algunos temas.,2026-05-10 00:00:00
827,251,4,Interesante y bien presentado.,2025-12-04 00:00:00
1299,251,3,,2025-06-03 00:00:00
1427,251,3,Interesante pero le falta profundidad en algunos temas.,2024-03-03 00:00:00
351,251,5,,2025-11-22 00:00:00
154,251,4,Interesante y bien presentado.,2025-03-11 00:00:00
1888,251,3,Visita agradable aunque algo corta.,2025-05-12 00:00:00
519,251,3,,2026-04-18 00:00:00
1712,251,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-08-09 00:00:00
1733,251,1,Una pérdida de tiempo y dinero.,2025-09-20 00:00:00
1549,251,3,,2025-07-06 00:00:00
335,251,3,Interesante pero le falta profundidad en algunos temas.,2024-04-02 00:00:00
1650,251,4,,2024-12-27 00:00:00
1543,251,4,"Muy buena visita, lo recomiendo.",2025-06-15 00:00:00
1906,252,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2026-05-08 00:00:00
125,252,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-10-24 00:00:00
1210,252,4,"Buena experiencia en general, precio razonable.",2025-02-27 00:00:00
113,252,5,"Visita imprescindible, me encantó cada rincón.",2024-02-06 00:00:00
1794,252,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-04-14 00:00:00
1059,252,4,"Muy buena visita, lo recomiendo.",2024-06-09 00:00:00
1341,252,3,,2025-10-08 00:00:00
1670,252,3,,2024-10-05 00:00:00
294,252,4,Interesante y bien presentado.,2025-11-02 00:00:00
78,252,4,"Buena experiencia en general, precio razonable.",2024-03-27 00:00:00
1763,252,4,Interesante y bien presentado.,2024-01-21 00:00:00
1422,253,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-06-04 00:00:00
393,253,4,Interesante y bien presentado.,2024-07-17 00:00:00
415,253,4,"Buena experiencia en general, precio razonable.",2025-03-11 00:00:00
1381,253,5,,2024-10-07 00:00:00
433,253,4,,2025-11-02 00:00:00
879,253,4,Interesante y bien presentado.,2024-04-05 00:00:00
1569,253,4,"Buena experiencia en general, precio razonable.",2025-05-09 00:00:00
1572,253,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-09-07 00:00:00
910,253,4,Interesante y bien presentado.,2025-01-16 00:00:00
1589,253,4,Interesante y bien presentado.,2024-08-17 00:00:00
1685,253,4,,2026-02-28 00:00:00
1311,253,5,Personal amable y exposición excelente.,2024-04-21 00:00:00
451,253,4,,2026-04-09 00:00:00
543,253,4,,2025-07-28 00:00:00
630,253,4,Interesante y bien presentado.,2025-08-30 00:00:00
226,253,5,,2025-09-23 00:00:00
436,254,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-02-17 00:00:00
1357,254,4,"Buena experiencia en general, precio razonable.",2025-02-25 00:00:00
1548,254,5,,2024-06-03 00:00:00
947,254,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-02-20 00:00:00
1235,254,3,,2024-08-02 00:00:00
916,254,3,"Normal, ni mal ni especialmente bien.",2025-05-26 00:00:00
1795,254,4,"Buena experiencia en general, precio razonable.",2025-04-17 00:00:00
997,254,5,"Visita imprescindible, me encantó cada rincón.",2024-04-17 00:00:00
1692,254,4,,2024-05-10 00:00:00
1605,254,5,,2026-02-05 00:00:00
190,255,5,,2024-04-26 00:00:00
539,255,5,"Increíble experiencia, volveré sin duda.",2025-10-03 00:00:00
1715,255,5,Personal amable y exposición excelente.,2025-03-04 00:00:00
693,255,5,,2025-03-21 00:00:00
1948,255,3,Visita agradable aunque algo corta.,2025-06-19 00:00:00
1961,255,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-10-27 00:00:00
532,255,5,,2025-12-02 00:00:00
83,255,4,"Buena experiencia en general, precio razonable.",2025-06-15 00:00:00
1412,255,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-12-04 00:00:00
906,255,5,"Increíble experiencia, volveré sin duda.",2024-06-17 00:00:00
194,255,4,"Muy buena visita, lo recomiendo.",2024-11-21 00:00:00
1417,255,4,,2024-03-09 00:00:00
59,255,4,,2025-12-19 00:00:00
903,256,5,Personal amable y exposición excelente.,2025-04-14 00:00:00
1143,256,5,,2025-04-24 00:00:00
873,256,4,,2025-10-13 00:00:00
835,256,4,,2025-10-05 00:00:00
1470,256,4,,2024-10-18 00:00:00
1377,256,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-01-16 00:00:00
1673,256,5,"Superó todas mis expectativas, altamente recomendable.",2024-09-17 00:00:00
496,256,5,"Increíble experiencia, volveré sin duda.",2024-03-20 00:00:00
1221,256,5,,2024-08-09 00:00:00
1171,256,5,,2024-04-14 00:00:00
1172,257,4,Interesante y bien presentado.,2024-12-04 00:00:00
1955,257,5,Personal amable y exposición excelente.,2024-10-10 00:00:00
1064,257,2,"No volvería, hay propuestas más interesantes.",2025-11-15 00:00:00
1818,257,4,,2024-01-03 00:00:00
160,257,5,"Visita imprescindible, me encantó cada rincón.",2026-04-02 00:00:00
377,257,4,,2025-05-01 00:00:00
886,257,3,,2024-02-23 00:00:00
1171,257,4,Interesante y bien presentado.,2025-11-11 00:00:00
1636,257,4,,2026-02-17 00:00:00
1980,257,5,"Superó todas mis expectativas, altamente recomendable.",2026-03-03 00:00:00
780,257,4,"Buena experiencia en general, precio razonable.",2026-05-08 00:00:00
96,257,5,Personal amable y exposición excelente.,2026-05-12 00:00:00
1604,257,4,,2025-10-10 00:00:00
1212,257,5,"Superó todas mis expectativas, altamente recomendable.",2025-07-27 00:00:00
390,257,5,Muy bien organizado y con una colección fascinante.,2025-12-02 00:00:00
991,257,4,"Buena experiencia en general, precio razonable.",2024-07-01 00:00:00
1490,257,5,"Superó todas mis expectativas, altamente recomendable.",2026-02-28 00:00:00
748,258,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-09-23 00:00:00
1367,258,3,Está bien pero no es para tanto.,2025-01-26 00:00:00
125,258,3,"Correcto, sin más. Esperaba un poco más.",2024-07-19 00:00:00
800,258,3,"Correcto, sin más. Esperaba un poco más.",2025-08-23 00:00:00
1931,258,4,,2025-01-12 00:00:00
1080,258,2,"Decepcionante, esperaba más de este lugar.",2025-09-13 00:00:00
575,258,3,Interesante pero le falta profundidad en algunos temas.,2025-02-11 00:00:00
235,258,4,"Buena experiencia en general, precio razonable.",2024-10-07 00:00:00
1410,258,3,"Correcto, sin más. Esperaba un poco más.",2026-01-05 00:00:00
1293,258,3,Interesante pero le falta profundidad en algunos temas.,2025-05-17 00:00:00
749,258,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-04-06 00:00:00
1930,259,5,Personal amable y exposición excelente.,2025-12-31 00:00:00
245,259,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-03-25 00:00:00
846,259,3,"Correcto, sin más. Esperaba un poco más.",2025-03-30 00:00:00
965,259,4,,2024-04-09 00:00:00
754,259,2,,2026-05-23 00:00:00
726,259,5,"Visita imprescindible, me encantó cada rincón.",2024-12-06 00:00:00
104,259,5,Muy bien organizado y con una colección fascinante.,2025-12-27 00:00:00
1376,259,4,"Buena experiencia en general, precio razonable.",2025-06-12 00:00:00
874,259,4,Interesante y bien presentado.,2026-05-07 00:00:00
384,259,4,,2024-07-16 00:00:00
1753,260,5,Muy bien organizado y con una colección fascinante.,2024-03-26 00:00:00
797,260,4,,2025-09-15 00:00:00
671,260,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-10-12 00:00:00
408,260,5,"Visita imprescindible, me encantó cada rincón.",2024-11-14 00:00:00
757,260,5,Muy bien organizado y con una colección fascinante.,2025-04-22 00:00:00
634,260,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-04-19 00:00:00
1357,260,5,"Increíble experiencia, volveré sin duda.",2026-01-17 00:00:00
579,260,4,,2025-10-03 00:00:00
1156,260,3,"Correcto, sin más. Esperaba un poco más.",2024-08-10 00:00:00
129,260,5,"Increíble experiencia, volveré sin duda.",2024-11-11 00:00:00
31,261,5,"Increíble experiencia, volveré sin duda.",2026-02-04 00:00:00
1115,261,3,,2024-02-24 00:00:00
760,261,4,,2024-10-12 00:00:00
1015,261,4,,2024-08-19 00:00:00
1126,261,5,,2024-07-23 00:00:00
627,261,5,,2025-12-15 00:00:00
589,261,4,,2024-12-29 00:00:00
1472,261,3,,2025-10-19 00:00:00
1748,261,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-02-07 00:00:00
380,261,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-07-04 00:00:00
1408,262,4,Interesante y bien presentado.,2024-12-21 00:00:00
1590,262,3,Visita agradable aunque algo corta.,2024-07-31 00:00:00
1261,262,5,Personal amable y exposición excelente.,2026-04-29 00:00:00
299,262,4,,2025-06-09 00:00:00
1424,262,5,,2025-04-23 00:00:00
1357,262,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-11-05 00:00:00
46,262,4,Interesante y bien presentado.,2025-08-23 00:00:00
829,262,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-02-04 00:00:00
667,262,4,,2025-01-02 00:00:00
1341,262,4,,2025-03-07 00:00:00
427,262,4,,2024-04-12 00:00:00
1181,262,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-04-23 00:00:00
1833,262,5,"Superó todas mis expectativas, altamente recomendable.",2026-04-08 00:00:00
1489,263,5,"Superó todas mis expectativas, altamente recomendable.",2026-01-18 00:00:00
1021,263,4,"Buena experiencia en general, precio razonable.",2026-01-10 00:00:00
849,263,5,,2025-11-25 00:00:00
803,263,5,,2024-08-27 00:00:00
50,263,5,Personal amable y exposición excelente.,2024-04-20 00:00:00
672,263,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-02-14 00:00:00
1955,263,5,,2024-06-19 00:00:00
1754,263,2,"No volvería, hay propuestas más interesantes.",2024-07-22 00:00:00
659,263,3,Está bien pero no es para tanto.,2024-05-13 00:00:00
1175,263,4,"Muy buena visita, lo recomiendo.",2024-04-02 00:00:00
1702,263,4,"Buena experiencia en general, precio razonable.",2025-04-14 00:00:00
887,263,5,"Increíble experiencia, volveré sin duda.",2024-07-24 00:00:00
34,263,1,,2024-03-23 00:00:00
146,263,4,Interesante y bien presentado.,2024-04-02 00:00:00
1022,263,4,,2025-07-22 00:00:00
798,264,4,Interesante y bien presentado.,2024-06-12 00:00:00
597,264,4,Interesante y bien presentado.,2025-12-16 00:00:00
1741,264,5,"Superó todas mis expectativas, altamente recomendable.",2026-05-01 00:00:00
1499,264,5,,2024-04-08 00:00:00
1720,264,5,,2024-05-16 00:00:00
991,264,4,,2024-10-16 00:00:00
255,264,5,"Superó todas mis expectativas, altamente recomendable.",2025-09-03 00:00:00
1396,264,4,,2025-05-15 00:00:00
406,264,5,"Visita imprescindible, me encantó cada rincón.",2024-08-15 00:00:00
887,264,3,,2024-08-28 00:00:00
127,264,5,,2026-04-22 00:00:00
1657,264,5,"Superó todas mis expectativas, altamente recomendable.",2024-03-20 00:00:00
1649,265,4,,2024-07-11 00:00:00
1110,265,5,,2024-04-05 00:00:00
353,265,4,Interesante y bien presentado.,2024-06-03 00:00:00
939,265,4,Interesante y bien presentado.,2024-02-05 00:00:00
1939,265,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-06-16 00:00:00
1511,265,3,"Correcto, sin más. Esperaba un poco más.",2025-04-21 00:00:00
1627,265,4,,2026-01-20 00:00:00
61,265,4,"Muy buena visita, lo recomiendo.",2024-06-13 00:00:00
1297,265,4,Interesante y bien presentado.,2025-12-03 00:00:00
1667,265,4,Interesante y bien presentado.,2025-03-08 00:00:00
99,265,5,,2024-09-21 00:00:00
899,266,3,,2026-04-06 00:00:00
1585,266,5,Muy bien organizado y con una colección fascinante.,2026-03-10 00:00:00
1236,266,3,,2025-07-01 00:00:00
218,266,2,,2024-07-02 00:00:00
307,266,3,Interesante pero le falta profundidad en algunos temas.,2025-11-21 00:00:00
876,266,4,,2025-12-25 00:00:00
801,266,4,,2026-04-12 00:00:00
1491,266,3,Interesante pero le falta profundidad en algunos temas.,2024-02-19 00:00:00
1162,266,3,,2025-05-16 00:00:00
779,266,4,,2025-09-05 00:00:00
339,266,3,,2024-12-11 00:00:00
448,266,4,"Muy buena visita, lo recomiendo.",2025-07-09 00:00:00
1180,267,4,,2025-03-03 00:00:00
904,267,4,,2025-10-13 00:00:00
1721,267,4,,2026-01-19 00:00:00
1919,267,3,Está bien pero no es para tanto.,2024-06-28 00:00:00
1000,267,3,,2026-01-14 00:00:00
1869,267,4,"Buena experiencia en general, precio razonable.",2024-12-19 00:00:00
1168,267,3,Está bien pero no es para tanto.,2026-04-25 00:00:00
1079,267,2,"No volvería, hay propuestas más interesantes.",2025-08-05 00:00:00
912,267,4,,2025-01-16 00:00:00
411,267,3,"Correcto, sin más. Esperaba un poco más.",2025-01-26 00:00:00
7,267,4,"Buena experiencia en general, precio razonable.",2025-10-14 00:00:00
479,267,3,"Correcto, sin más. Esperaba un poco más.",2024-07-07 00:00:00
1021,267,1,,2025-10-30 00:00:00
761,267,3,,2025-03-19 00:00:00
391,268,2,"No volvería, hay propuestas más interesantes.",2024-09-24 00:00:00
1175,268,2,"No volvería, hay propuestas más interesantes.",2026-05-24 00:00:00
126,268,3,"Correcto, sin más. Esperaba un poco más.",2025-01-18 00:00:00
1730,268,5,,2025-03-23 00:00:00
1928,268,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-10-10 00:00:00
490,268,3,,2025-02-12 00:00:00
905,268,3,Visita agradable aunque algo corta.,2024-01-06 00:00:00
43,268,4,,2025-02-28 00:00:00
1285,268,4,,2025-04-18 00:00:00
834,268,4,"Buena experiencia en general, precio razonable.",2024-04-09 00:00:00
1393,269,4,,2024-11-28 00:00:00
887,269,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-04-26 00:00:00
1897,269,3,"Normal, ni mal ni especialmente bien.",2024-12-02 00:00:00
277,269,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-01-13 00:00:00
1290,269,2,,2026-04-22 00:00:00
766,269,3,Interesante pero le falta profundidad en algunos temas.,2024-08-03 00:00:00
1919,269,3,,2025-02-03 00:00:00
659,269,3,,2026-05-22 00:00:00
1929,269,4,,2025-05-13 00:00:00
1809,269,4,,2024-07-31 00:00:00
163,270,4,"Buena experiencia en general, precio razonable.",2024-10-25 00:00:00
1303,270,3,Interesante pero le falta profundidad en algunos temas.,2024-01-31 00:00:00
1310,270,3,"Normal, ni mal ni especialmente bien.",2024-12-26 00:00:00
1918,270,4,"Muy buena visita, lo recomiendo.",2026-02-08 00:00:00
6,270,2,La atención al público mejorable.,2024-08-28 00:00:00
492,270,3,Interesante pero le falta profundidad en algunos temas.,2025-09-13 00:00:00
1861,270,1,,2025-02-09 00:00:00
1872,270,3,"Normal, ni mal ni especialmente bien.",2024-10-23 00:00:00
1445,270,4,,2026-03-07 00:00:00
1536,270,2,"No volvería, hay propuestas más interesantes.",2025-02-22 00:00:00
174,270,3,,2025-09-05 00:00:00
1029,270,3,"Correcto, sin más. Esperaba un poco más.",2025-11-11 00:00:00
459,270,3,Visita agradable aunque algo corta.,2025-05-29 00:00:00
356,270,4,Interesante y bien presentado.,2025-05-21 00:00:00
1624,270,3,,2025-04-05 00:00:00
502,271,5,"Superó todas mis expectativas, altamente recomendable.",2024-10-22 00:00:00
1918,271,5,"Superó todas mis expectativas, altamente recomendable.",2025-11-02 00:00:00
1852,271,4,Interesante y bien presentado.,2025-08-17 00:00:00
919,271,4,Interesante y bien presentado.,2024-07-12 00:00:00
1700,271,5,"Increíble experiencia, volveré sin duda.",2025-09-16 00:00:00
908,271,5,Personal amable y exposición excelente.,2025-08-07 00:00:00
852,271,5,Muy bien organizado y con una colección fascinante.,2025-09-16 00:00:00
307,271,5,"Superó todas mis expectativas, altamente recomendable.",2025-12-01 00:00:00
856,271,5,Personal amable y exposición excelente.,2026-03-19 00:00:00
1077,271,5,"Increíble experiencia, volveré sin duda.",2026-05-20 00:00:00
43,271,2,"No cumplió mis expectativas, hay mejores opciones.",2024-06-28 00:00:00
893,271,5,"Increíble experiencia, volveré sin duda.",2024-11-26 00:00:00
1568,271,5,,2024-02-01 00:00:00
1363,271,5,"Increíble experiencia, volveré sin duda.",2025-12-01 00:00:00
1274,271,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2025-04-17 00:00:00
1826,271,4,,2025-09-10 00:00:00
34,271,5,"Increíble experiencia, volveré sin duda.",2024-09-07 00:00:00
1114,271,4,"Muy buena visita, lo recomiendo.",2026-02-05 00:00:00
1362,272,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-04-26 00:00:00
132,272,4,,2025-03-03 00:00:00
1189,272,3,"Normal, ni mal ni especialmente bien.",2024-05-03 00:00:00
1548,272,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-01-01 00:00:00
1664,272,5,"Visita imprescindible, me encantó cada rincón.",2024-10-26 00:00:00
338,272,4,"Muy buena visita, lo recomiendo.",2025-01-07 00:00:00
1802,272,4,Interesante y bien presentado.,2025-03-14 00:00:00
1315,272,4,,2026-05-17 00:00:00
1770,272,4,"Muy buena visita, lo recomiendo.",2026-01-09 00:00:00
972,272,5,Muy bien organizado y con una colección fascinante.,2024-05-25 00:00:00
137,273,3,Está bien pero no es para tanto.,2024-09-27 00:00:00
1358,273,5,"Visita imprescindible, me encantó cada rincón.",2025-04-14 00:00:00
342,273,5,"Increíble experiencia, volveré sin duda.",2026-02-14 00:00:00
689,273,5,,2025-03-31 00:00:00
121,273,5,Muy bien organizado y con una colección fascinante.,2025-08-04 00:00:00
536,273,5,,2024-05-23 00:00:00
1541,273,5,,2024-08-14 00:00:00
1775,273,4,"Buena experiencia en general, precio razonable.",2024-11-10 00:00:00
437,273,1,,2025-10-11 00:00:00
931,273,5,Muy bien organizado y con una colección fascinante.,2024-06-07 00:00:00
943,273,5,"Increíble experiencia, volveré sin duda.",2025-09-14 00:00:00
841,274,4,"Vale la pena, aunque esperaba algo más de algunos apartados.",2024-01-29 00:00:00
1431,274,2,"No cumplió mis expectativas, hay mejores opciones.",2025-08-21 00:00:00
1728,274,4,"Nos gustó mucho, pasamos una tarde estupenda.",2026-02-02 00:00:00
303,274,3,Interesante pero le falta profundidad en algunos temas.,2025-09-25 00:00:00
907,274,2,"No cumplió mis expectativas, hay mejores opciones.",2025-08-24 00:00:00
822,274,3,,2025-01-18 00:00:00
1380,274,5,"Increíble experiencia, volveré sin duda.",2025-06-21 00:00:00
495,274,5,"Superó todas mis expectativas, altamente recomendable.",2024-01-15 00:00:00
1284,274,3,,2024-08-18 00:00:00
1760,274,4,,2024-10-11 00:00:00
1828,274,5,"Visita imprescindible, me encantó cada rincón.",2025-10-27 00:00:00
1988,274,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-10-15 00:00:00
203,274,4,"Nos gustó mucho, pasamos una tarde estupenda.",2024-08-21 00:00:00
461,274,4,"Muy buena visita, lo recomiendo.",2025-02-12 00:00:00
854,275,5,Personal amable y exposición excelente.,2024-03-09 00:00:00
546,275,5,Personal amable y exposición excelente.,2024-03-22 00:00:00
527,275,4,,2025-08-03 00:00:00
1075,275,4,,2026-03-27 00:00:00
903,275,5,"Increíble experiencia, volveré sin duda.",2024-08-21 00:00:00
884,275,5,"Visita imprescindible, me encantó cada rincón.",2025-09-15 00:00:00
174,275,4,,2026-01-30 00:00:00
1441,275,5,"Visita imprescindible, me encantó cada rincón.",2024-05-15 00:00:00
423,275,5,,2024-08-21 00:00:00
388,275,4,Interesante y bien presentado.,2025-04-20 00:00:00
831,275,4,"Muy buena visita, lo recomiendo.",2024-11-22 00:00:00
450,275,5,,2025-05-04 00:00:00
1169,275,4,,2024-07-21 00:00:00
744,275,4,"Nos gustó mucho, pasamos una tarde estupenda.",2025-05-13 00:00:00
902,275,4,,2025-03-16 00:00:00
