Unnamed: 0,Nombre,Descripcion,Dirección,Municipio,Provincia,Entorno,Email,Teléfono,WEB,URL amigable,Calidad,Tipo de lugar,Sello,Nivel precio,Michelin,Repsol,lat,lon,valoracion,num_resenas,url_imagen,Active,Patrocinado
406,Ángel Santamaría,"En el interior de la bodega Pagos de Leza, donde elaboramos nuestros mejores vinos, surge el Rest...",,Leza,Álava,Rioja Alavesa,pagosdeleza@pagosdeleza.com,,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-angel-santamaria/webtur00-content/es/,1,Restaurante,,,0,0,42.57433994790744,-2.629282045507807,5.0,1.0,,1,0
410,El Bodegón Laguardia,A este bonito restaurante de la villa medieval de Laguardia se accede por tres sitios diferentes:...,,Laguardia,Álava,Rioja Alavesa,info@restauranteelbodegon.es,945 60 07 93,https://www.restauranteelbodegon.es/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-el-bodegon-laguardia/webtur00-content/es/,1,Restaurante,,,0,0,42.5545808,-2.58461120000004,4.2,458.0,https://places.googleapis.com/v1/places/ChIJi9ATMVH4Tw0RDMF9Y89dGdQ/photos/Ab43m-ulIlZhw0tH_iPuC3CTLqNkKfoJY6hv2m4NI135C4oPID2Y2VHwhGUPjUEE7_64i9pSjWbbqmUSlgfPdivEz3oW9m_WXZllXLCDwdTOSqgix-_eSwDFimU4eXN03wEjR7kvklj4cRFA8u3mo3qAZEtCZOk3_E0sXXzlRogevo-jqGzjndFATXo90QjBR3Y8gm4P38swRggNlsQjBVmwHfHei0hYPMpBiyi1uQvKrcxENcYrjM2_o4dlMqeXPiinYjLV6_MyoOzJrQcTmMNTjzJ4-UODax6swTqJCEQW7xM4JpufUtXpFc7z2AIKEaUHVvFNTLiDWUHT2HCVlbAEof_wjbt9UkGR1F8cpb9FmLgsI8VJYhk5lyYFtTuNoD4o7fJdiP-iL6FmfffN1NUIHr8E4wKclBCM244MKhZW8tXoq-CDc5eImBCCb1TPODrb/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
411,Altamira,Restaurante situado en el campo de fútbol de Ordizia donde se ofrece una cocina con influe...,,Ordizia,Guipúzcoa,Montes y Valles vascos,,943 80 58 80,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-altamira/webtur00-content/es/,0,Restaurante,,,0,0,43.05331495615631,-2.172992064804021,4.6,29.0,https://places.googleapis.com/v1/places/ChIJH6ZGlz83UA0RdI1mnfUzgq0/photos/Ab43m-vZ_vDypEg2ef0PoEu2rGD8H6-Bx5EENFIysbPa_CfD2YzmBBIQzm7VTEp27GWE976N71iznCAGds31Rt2Jedhq2gLlWj8SH9WTodKGCzLvdrekn5zuVwrZlVAqn9sEsZxvSQI8YsIE9rW10l2YkRv8h2WDDwn3DojUI-hsHu-w_cj5N3QVVA-Ris8WaCH8mp-dGYec9Ghkv0Tp1Se6O4W8tnhgTJeCxNhU5DgnhK5tlZyoVsVfNo4wE0pBgcggHWPkHq0EGVtS_ouQzGdk4c_CdJJ3x8iCCkRJFLYtjbJWQazX5x13mWKICRElF6wFOdl_2vhQk6jUrNWU7o9rklmtWalOwIx10BJpX6v20SJDnply5QqhKeNUk0oqTtZuGRZKdOIwAiPKlEko7vV3RSUfw9h9cWL0zLI-PWn_-d96sQ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
414,Mujika,"Restaurante situado en el alto de Liernia, en Mutiloa, donde se ofrece una cocina tradicional vas...",,Mutiloa,Guipúzcoa,Montes y Valles vascos,,943 71 63 95,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-mujika/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.02629688648779,-2.266614199475097,4.4,566.0,https://places.googleapis.com/v1/places/ChIJ-WjNWFcwUA0RHcZNxwPtv8o/photos/Ab43m-v4w8cPprTpaETgp-xxaE47lUnB19JV9d3aan4fOu5QOT9fmQUPtD9MopBPk1rlf-Xj-u4LA-tVtDDmTsygrviaY4nHAhs25m2qNVai9W7ZXroNb0O85x5g4OxlldeZthTl_LQ-NFUVuNHxaOwJqI40YHIEt5V35IKbDM537DVtPBDodf34oI86BIdhC_4AjfjtrVWxFaF2YXgh4CIwUTHhGugauqNFUpGgNWl3tzfHJrPFStcQc7U9TsRuewGQTozppBfFUsene3Sp1r3OTRXwY_vC5hgTmFUZcEo-wzTU4hiVrtcRzbkUmNZ6DOH-cr_hNZSjoNqyb0WCRgqvvY84SL8TkVHqjIOFRjxZtsT20lskQSOlDxnv6bK6T8XpWtovFZau68i8A-Rvg8jqvjFLMfCyqDAKGFSnY_kQrVnYgOk8/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
428,Balearri,Restaurante situado en el puerto de Getaria.Tipo de cocina : parrilla,,Getaria,Guipúzcoa,Costa Vasca,,943 14 02 54,https://www.balearrijatetxea.com/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-balearri/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.3041565,-2.201841400000035,4.5,1722.0,https://places.googleapis.com/v1/places/ChIJn-RTBaLIUQ0REvVVq4gNJOU/photos/Ab43m-tnnrPem8WCgB4NQDzVjRkccnsSJzCHQrdldc52Ou1QqsnfHJ4BIQuyE8eRmc5bhEbOQisdir-4hHBPAQS91EiAsn47qjjUzb9colj5BW8aL-N8GvsQ9XStBSJgW8_yfO6WF4W1H21dW5gK0gBLmrPh8PLB0iGMSVG2Y46NZ3ttwbrGzYpmw-abYmvERIyhv4mXivNiZRvBJq6foBHakCGBFmGdt96A-ziPAb0i0PTEuHH-FrztClSbDT5_ObwIX1D3jogJJ77jU7UBkf2nvPyY4OISDayIcPyCEMdJnmzpc_P4BHGSNAuI6mkinpVZbKpHsYV0WaDAgFDFWwfhF4i3Dnw7PHk0-bsPfSGAWXoCa8gSWttvMUQ6LfBNrnF6E6Q2ccuGkHFTa1igA3vvosVX2b3B43O4vqX79zCd5Cr9kQ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
429,Basusta,Asador - restaurante situado en Zumaia. Especialidad: cocina tradicional y parrilla.,,Zumaia,Guipúzcoa,Costa Vasca,asadorbasusta@hotmail.com,943 86 26 11,,https://turismoa.euskadi.eus/es/restaurantes/asador-basusta/webtur00-content/es/,1,Asador,,,0,0,43.2938841,-2.253922099999954,4.6,51.0,https://places.googleapis.com/v1/places/ChIJVVMnNBPPUQ0RqXbANlnZjhE/photos/Ab43m-u-aRiaw_nDISKWK0asC2dtLYM89EW8cSJHfTJEKGfOloVJLveaXRm-oO5MGGUikLhqjPCq0cpmE4ALsaj5Oru4uSyWc3FyQs0S1tumlGdv9HIPBOLm7XvQgT6DseMUFTsIzirCAFT_TY41ONEviCeCI0-I3qNDhFiIMXELqwNycOEZIW6qV3-OEm2bCn-fE2rv4vO0sHtKQfg8i4YlYbyeQ7mAms2tqke4GME2NX-UrQFGA3sXgHwUkXTgSm8Etw0UBAkwDSmj0oaHPLoFdzpu2jwWuoxHTsrPdv5VP8socy6h4tXlZCybfeYmIU13JZy2tzLxtdi59M6z1Mm0pgDx6p7nPPnsMK7JjhPG66UtoUqvAUA6syc8TUfvNhgX3r0iIoYqhXbinidlqEPBFZqJ75eKum10zgo7h3bDibKBw2Hhi1febXVOO2uMVY2T/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
431,Galerna I,Restaurante situado en la playa de Orio. Tipo de cocina: cocina de autor y cocina vasca,,Orio,Guipúzcoa,Costa Vasca,galerna1orio@hotmail.com,943 89 04 16,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-galerna/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.28733521542139,-2.126554401852445,4.2,93.0,https://places.googleapis.com/v1/places/ChIJYbfvb8C3UQ0RZ0Jj9hRpa0A/photos/Ab43m-v2W5dIoYqYpHc4qTHq4w-seUueQ8m3EmcBXiUPhZg1w7Lo3XJ_VWi-rS3NFFeMq8Lb4ZgLjvszz9SHnRCo84JnZ3tYEM3DqI16_ebDk3k30KMjtJUfXVLFUdJ2IVMtoOlDicO6ZzMkTB_ZrzAnKFaQYH2EKMRmm-flguMsIv3WHYBs8hwvlBKUzHyzLX0AuD4yxkenMX_hfJvEZv5H0r9389MUEGE68Shc8iFh9oAJWKRP6uRw_ynGhD5I1xdHIS58k_rUdmLniFZdj7GRTOOsqwiUhHIL4uNxSecx5sTkbh_AhXQ_2hD2TMLMf39uhJjNMd_x7ksqFmIbmAlEvZg6ltbWztlNfImr51dboHalFIRk4iupyMCjNHs12FSp_0qsKGDLMR96xxC1Scn2LZLu9bwO3t34hVsevjBabrIqO3s/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
432,Gazteategi,"Restaurante situado en Aia, en el Barrio de Elkano. Tipo de cocina : tradicional y parrilla",,Aia,Guipúzcoa,Costa Vasca,info@gazteategi.com,943 13 16 06,https://www.gazteategi.com/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-gazteategi/webtur00-content/es/,1,Restaurante,,,0,0,43.2656692703544,-2.201376405340625,4.4,327.0,https://places.googleapis.com/v1/places/ChIJmYsTO4nJUQ0RfzUjHuoeURU/photos/Ab43m-v8FP7p2pIY_cH1xSE3KHDlboF3dJ1CVUlA62b0XHpzwc3kZvzzno_ijUXaonepYnNSEjTEsbR_z6mW6wNNIxstrtjcokPrybILKObLKCStsSqsLcEyjD4nWDHY-fy18sQGQT57CEqTGGubJrCfyYhEFr_PjyT-2Cmvv6EmRxb8yBzD-MIclFvdJB1qPD0EyiVf87XY_vFo4koWRZ9_wkNqcASpgycXNdr_FoJyv3WrUTyuxn5nzH5cNXozJmbUkRuBNRE0ubwhZWaKE_GiEQytM1as6hS9SMSCYdH3oJSQNdkiEIGyLfRFxyUZVbQY4Gluplt_tzB3CZhKnCaN3BftP6V8Lrw81emDYJ2dB2Da_loahINpkehKx5im19klJTvjLWyHphtJUudXwhDxh_wNOn9439louDtfUhClldkAlQ/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
435,Oneko,"Lejos de las grandes rutas y de la mundanal agitación, se puede disfrutar del sosiego reco...",,Zeanuri,Vizcaya,Montes y Valles vascos,reservas@etxegana.com,946 33 84 48,https://www.etxegana.com/restaurante/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-oneko/webtur00-content/es/,1,Restaurante,,,0,0,43.073026,-2.750015,4.5,101.0,https://places.googleapis.com/v1/places/ChIJ73cLGinKTw0RHMthzJ-vcvU/photos/Ab43m-tXYS1Qk_5-xnaHZ2UsxQZIJ-Ufz3z9rCkImYp65oXD22fnZEczP71J4RrdJSSkPrS8mNLMARnvIbsgDfXcuLxGxlj8by7_PEK1jCINoUuWfloOWTYL7GPQdLMk2KGsoyS4y06XxzaDBmTHL965cxikxVtbjERR8P6gnpcbLeV54lpe8dv-3tllCITfjWymqJs9VVr0u9RWaLgk9x9cn3xrivq8kvurNoRMcWPz1jGNsYlg2XcS0_pTkKkYx4Onw2hLB70pp--7MFDC2ZK1By6mXdN9o1bCQyX0ASrVZBjJ-FuCrL_4pt1B7x0Z1Qd8gytg1k43_T4KpO3fTwy_AQRqmHJLVLb-3rqoyxkJE0k7i-4ZVBaDFmJZydh--E1QVO_3Y6nm68i8Wi1RKDHSD3uvLuOpJdO1VUAVR5rEu69RSA/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
437,Magalarte Lezama Txakolina,"Esta bodega familiar, con gran tradición vitivinícola se encuentra acogida a la den...",,Lezama,Vizcaya,Montes y Valles vascos,inaki@magalartelezamatxakolina.com,672 24 98 68,https://www.magalartelezamatxakolina.com/,https://turismoa.euskadi.eus/es/restaurantes/bodega-de-txakoli-magalarte-lezama-txakolina/webtur00-content/es/,1,Bodega Txakoli,Denominación de Origen,,0,0,43.27736899999998,-2.830802000000006,5.0,146.0,https://places.googleapis.com/v1/places/ChIJo865BpNITg0RTmUNNMwuD-M/photos/Ab43m-u8vDd44asO_LIqMiiRH9VCM4RSn9ss_ldN-6CRgkKQkO9liKb0ygTSjaZdde6R7x153eGfYTFQLsmwEOtAPo0wDHdtak1KI3aSMUNNYSq4jjo5knhJ5CgWnqWwYwIkKE3B2TXKoz72XIrtfXmE_J5fQrHofafm38iHKztmgX1eOpR9sVGOfi5bQ3A0epsH2UStCIul_6psJpuairjhVtJ3vX4chWxO6QpOK497wgcgC89LKfgVoKbTBMY0ESb_GxCUP8Qt3boDkJb3I88zwm4i_FyWKhOmS11q-CByyLDckdG-qpWz0bDbIsDYU6ViOGV6scmTArEb2afy2BjByweD6Rg2iJS0s6z5anUAI9446hSsIZ4QbjQQNY5kpCSbDa9_vpJq5hUFhgixQ_xHfEeeL5vNMQWjKedteftK9HTjytI/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
440,Guzurtegi,"Típico caserío vasco, rodeado de zonas verdes con instalaciones infantiles y enmarc...",,Ayala,Álava,Montes y Valles vascos,guzurtegi@gmail.com,945 39 94 38,https://www.guzurtegi.com/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-guzurtegi/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.05215091733024,-3.059238644180368,4.5,697.0,https://places.googleapis.com/v1/places/ChIJVVVViYGpTw0RRMHecmyvMyQ/photos/Ab43m-v94HoCE-g8NwZMHeevxOiw0VNB9qvov2FkpVckvaEUzyzdsFr5SznEAVHgTluXbdTAoA_7zZdTkJnQRhgG30zGCH_9A-REvgTkoKcXlM_RZT_Cmc2cE0iHeenHdqtlRWt4puz4OhyiRQaWCKOTnakhhMNK9KEUta_c6rkb-KEsaRpa3-55GMXX0K3arYAqXT3OC4_dHUqtE3sRrRxix1Ca_ggyux8dKE0j9h6L8kPBemv0SKKfSBmJOdLnFWMRt40ZORps7HKcDlluoI6OUiRqLcdzAuAzaNXwaWng_goDxQ32auzv9EZ6zt4iBGzWzBfkwiB7ZnQGWtcEefX2CCHuOiTK8gIiLrRNmH3aLfSOnkydoJwkYPdYwz0FYNVTGH5ClYZO4ztY2MqCtcaST_ri-zUBmyReXN_2z3iBvYA/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
442,Harria,En el Restaurante Harria podrá degustar la afamada gastronomía tradicional vasca ba...,,Mungia,Vizcaya,Montes y Valles vascos,info@palaciourgoiti.com,946 74 68 68,https://www.hotelpalaciourgoiti.com/restaurante,https://turismoa.euskadi.eus/es/restaurantes/restaurante-harria/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.321462,-2.86615,4.3,194.0,https://places.googleapis.com/v1/places/ChIJQwYeTXdGTg0RQskHPlTOOrM/photos/Ab43m-s7ltgZiET1r2DtWIDEVZz5tHitpW4EpHSGlqS-dfxEmL5Y7l7GNhjiAHL2MXny5kBYzsNlCcykzT1kMB1lY8IWB5PCVVsK-DUY3UHYeBqICzAZFuwvijpf5UOeINY7sVDz90Feuca1fdDxhePaQPbUiHLjSMerVA_nF1i5-xqKd62YanpOtHU9-fvtpGvtkFjc1qpq1pyWpXiqFakIlSv-nYeWX_MMmbi_bjbUlVa9a9Yaim9cSOYL1RN3-_08jP398PUEhhhEtMUifvioGChBs4Sq_17MWx_kSHaiClVTq3k_CJ0uNrstQt7MG61oFhAsdlzJUBi-89Fqs9DTNKsF7uwsdQrlLuXNQwXLbLopS_BMTu7CkV12_9hkpPdGMnVsNHHMRCTqdwpAHKdz358G4TWgYs8PyKWfe6bQp09-Cda4CRROCmLaPHNq8pVy/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
443,Hondartzape,"Ubicado muy cerca del puente de Plentzia, este asador está especializado en pescados y mar...",,Plencia,Vizcaya,Costa Vasca,,946 77 00 40,,https://turismoa.euskadi.eus/es/restaurantes/asador-hondartzape/webtur00-content/es/,1,Asador,,Caro,0,0,43.4034416,-2.9468343,4.2,562.0,https://places.googleapis.com/v1/places/ChIJaTLmNS5DTg0RMjmIYlnn52Y/photos/Ab43m-vDMTb9Ey8Afo_EjxMfedi2DRsqCkO3K1-2OzOofPtu1iPk6aqCuakO7-uf0DVTRYA5kSiV01cOXwt3aWfREu_31aRY7qZgCuz7jz4Gr6HpZhopE5apJN_OIcVegpV5ByWEW9qDbVjd8EQ9FonMtobvJ0u3CtrHCrTulanrUeei-qsNLkujQjUaZzsaJEngqiMjo6G7SnxSGb8eB23nTsKd3f_5QTEMnUl9P-JH6J16ssuwn8WZOoGBL4xGSePhP-cDKmO4TvlsQ3SalW0LtcHgxr2Au9GwudzOg6iJvCuYcGpkXnkHz_uSdVM8ccQc2xUfSkp5Ncm40vlVSat96y0bn-G7ZqvBF4knjASCP_iOsyF22_NsZU4QVFizMnMmZkRmn3KNlUNfv-Q4f0MxdEVz8XwqPzL_gj4BjGGRbm0/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
444,Ibai-Gane,"Nuestra familia, lleva tres generaciones ofreciendo lo mejor de los productos de nuestra tierra, ...",,Amoroto,Vizcaya,Montes y Valles vascos,infor@ibai-gane.com,946 84 17 62,https://www.ibai-gane.com/es/,https://turismoa.euskadi.eus/es/restaurantes/restaurante-ibai-gane/webtur00-content/es/,1,Restaurante,,,0,0,43.3434604975533,-2.50578533074258,4.3,320.0,https://places.googleapis.com/v1/places/ChIJ4a9GIEQmTg0RJXFZ_pWcK2o/photos/Ab43m-uvS9QM5Ty88nF7JIXr44bJhast_xxWdgJG3zfHVgdX9GDpc2cJJMSXPC3HyhhjMiDkHdpHIV8UyOPlNBlMgaam8-omc1q-Gm5fXBmcKvRIT9d37BbzvRmyu8edhgPCjMBJC58oCPfDfhBWznpi5xPycspGZzee_Hw2Uwpvlj_1ymXLVJHojZiCty5GiHtLFhOcA4rgmEf_WMOGpgnIhgup0_NKa-I5gvYyCDOQhI9dKOTcPhMWkJfsi_M7o6JoGE9oWP_gI_Fcw0_mAcPHhwH21rSfdpHVq70WlJkhT4WfDO1VM__luccv12XAqCk3BcaVFOcD_o53IiyBse1JsqFdpP-PoIU5v6k9KVHDG2Hlce7MYONZeCh0Vh7Ns5lpASf5FVu4AK50uj4XMshtWIcsZW8kMRhim4a-XYNmA9zJ0A/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
448,Itsas - Lur,"Apostando por lo clásico, por nuestra comida de siempre",,Markina-Xemein,Vizcaya,Montes y Valles vascos,itsaslurmarkina@hotmail.com,946 06 18 25,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-itsas-lur/webtur00-content/es/,1,Restaurante,,,0,0,43.2654989072082,-2.49580751320718,4.6,66.0,https://places.googleapis.com/v1/places/ChIJv8il0YcpTg0RNZQfrBke7x8/photos/Ab43m-ulCsQQCef6vpmsKFfN2xt6ZtQO7xLNo9IFK7ygjWwE2qNTGAi6mt02mIHsluKccP76HfB2Ng6WrLkMPoe0Q8P4LervFj9qo06sUnUT-k54XtBPM-RrsN9peZlsiaAFN_i5sSdFrxJnrEsmVXBOEHR96vQIAPLekqhWZB0yE2qysLa35MvLqfMp2_RFsoGghIGh-_dAE7A8MsFnqpO1B09b1Utcjp4eP4RXc6aDu9-Kdo076-JaFJUNhwn7ow9XNDfR-RtxiaXiT-m3TjhoL0wS3urwTvmh76KNyVYWopkUziwPIs8VxNU1mNha_mM9CJoHA4Twnjj8IBvINMpusXX2IvPRoVuEnI4_dMSj1Xvcey24sdZPZv5OFloQC6J5jtECqDHHBzviUbp_IWj6TsHHC7eBpI3hE2dU_7UpyUPoZg7S/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
453,La Boule (Casino Kursaal),"Dentro de la Sala de Juegos del casino, siendo obligatoria la presentación del DNI o pasap...",,San Sebastián,Guipúzcoa,"Costa Vasca,San Sebastián",marketing@casinokursaal.com,943 42 92 14,https://www.casinokursaal.com/gastronomia,https://turismoa.euskadi.eus/es/restaurantes/restaurante-la-boule-casino-kursaal/webtur00-content/es/,1,Restaurante,,,0,0,43.3222201,-1.9855366,4.2,880.0,https://places.googleapis.com/v1/places/ChIJW-58gU2lUQ0RBxYC2qx2QxE/photos/Ab43m-u_D4tc0J4HixhBD1WVUZwSIuJ0JZmLTxyHFvwJHw7FbYCHgfKskZX-29NXAF62qWKUJRogwYaIVKjcel-ZQAd2tVMUyEMjc-hKhj4bU7Kbld-Q05u9mAJWDabaw29fMFTbIB66L1Pl02k7FHUi-CAy_wdp0blFvnJjojVOb2Do019mQgY9QIZEaT6tYcOQd3w3A0Nvz2TyKQ7ucmkOan9tB0_4fMdG0bTsZutpOnMV71kSaOLdsK6AL22bJafoLk8q9K7Uid_E_ygPBJYqNFGus7fzpvfDK8OFjsuuWqG1Am7n0JfeROXcD4RZcM2UfetvIwtXeX9WCK_eurdXieXSxw-JkuRvKtwqsvW9s6dExDf_OktdAZpfrRFCvHmtTpG1gg6P5RjegvdhT_McQzs713FlZXQsrKiuy09X5qPqRgcr/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
456,Mendiondo,Disponemos de cocina tradicional elaborada y cocinada al momento en parrilla y horno de le&ntilde...,,Sopuerta,Vizcaya,Montes y Valles vascos,jlezama@mendiondo.com,946 50 44 52,https://www.mendiondo.com,https://turismoa.euskadi.eus/es/restaurantes/restaurante-mendiondo/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.24809474518077,-3.15826892065429,4.7,600.0,https://places.googleapis.com/v1/places/ChIJRUhGUKD5Tg0R5z7YHqgOxrQ/photos/Ab43m-t3lQ36h2hRzKhxGUt8tb9XcIXtQkNoPgBFFVKVTW2--UZA1Qicp-_F4JMBGt0AYYGeKo3QViGZru7-BycTVPGbJ3uH86jeOxJM4zYzPOQY0EqRJhawfmHIed7Ll4l87QZ00AII68VHc3nFiAUuEZKRmSJpwHPc9I289fp5tU0m-P9KNjBScsdVVPPPXisGSoZUnf8YLspHNNisJvpMhQ9YSIM1FdVXpVfh9gBiiROzliJD7oPehOpgPbvtsdkdQY6CO0CcFyGXeCpf1b2LpWxQwr1FwYGFhnmCXzMVP3PB6u3dKEK4sldAS37NzWk-V86d-c2PPNyM4OOmnL3Iav6Ee53NCLnTSObDfAyUFnYQtnjdH3c8DR3gUucmESyabIej0Z4VJgHPdftCVXuEuk5iKlt9VYyXRjUGjFwgkVI6Rw/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
457,Calbeton,"Cocina tradicional vasca con toques modernos. Ensaladas, carnes, pescados, mariscos y caza. Produ...",,Deba,Guipúzcoa,Costa Vasca,calbeton@calbetonjatetxea.com,943 19 19 70,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-calbeton/webtur00-content/es/,1,Restaurante,,Moderado,0,0,43.2952838,-2.354376000000002,4.2,258.0,https://places.googleapis.com/v1/places/ChIJxX5OXJDQUQ0RUxecIkO1u6c/photos/Ab43m-sj6H-MYZL03tvAIVkGJtiIiWOl-03PfMNTUpCpTog8zggQDXVgb2Hdb-HdaCtpx0OnBHlj2WEx_Ba3_lUOsG5xLXhnJX6QELxjJ6fMz4yRnd2byTc294v5ZLcFWHxm5GpkwQAZjgpcA1n4hJPjGxSnp99BGW3x22zMPmLFmHFxbDtZIjZzU8JDVxWHiUMSyDkQWP-phDL8yqH4LcTKqTLjq039sH3Eg73K_0EsE4jcP-hllg-d4btVloBQMz9AE4zme6Lp-5RrO9NpRluiGgP36-ve0oqWTRCdqnOhHMNkcP5RC5N-Zigy9JmwOpN_x7peagBX2uwiW8JwvdxxV1RlCvDbVMGM-0Kw8oOPkfBFC91mB84hK6jFIlES_cknews7KQ82MVGnzKT6lbcnqfLpaUWzb_79TvDlKsrdou5K4A/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
458,Convento San Roque,Vanguardia y tradición. Fogones en los que profesionalidad se suma a la mejor de las despe...,,Balmaseda,Vizcaya,Montes y Valles vascos,info@hotelsanroque.es,946 10 22 68,https://www.hotelsanroque.es,https://turismoa.euskadi.eus/es/restaurantes/restaurante-convento-san-roque/webtur00-content/es/,1,Restaurante,,,0,0,43.19256,-3.19759,4.1,1483.0,https://places.googleapis.com/v1/places/ChIJx04aqxT8Tg0RvQj601Kqdgo/photos/Ab43m-tYWT_F76nS1cA-5jnpU0u5a5_nk9mMIi0hislWBB_7mssr2SuOAMZas-NEQrIBhGnRmKhzd6_Mdpt1_q74yglh0Wrd0OcaXEoVUPl34j1A4ip1TNwvccgSrF-BUFBOaRqrmqYV7pOcKssSmd5CmsEW0m5H2MoRRKiqvS0HaFZwc8e2vYi4hjB3OolPWYhQ-HtlLiXbi0J4EZzTsPFgQ4YF-dJsEpumB_uJfG5v1HBqcHg7qbpK5F4IfiRa94BHE6VH0gbRPvZ90K5lld2JcUsIAGNp5xSn0qqY2UxhjDMJgNZVGxZfWYCViMLuMcad1_dMAgHITXzWgWdjTxCNjqCxf2mcVeuQLN0kq9n83uMKO0yvjQCfJ-oEJA7aIFByDF2TeZWkRJPrM1Ptn_gwjYxnC_3YAYKkhJp9JMbAdy3DAXVn/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
460,Erreka Güeñes,"Carnes y pescados a la parrilla, marisco del cantábrico, lubina a la pimienta. Una espl&ea...",,Güeñes,Vizcaya,Montes y Valles vascos,errekahotel@gmail.com,946 55 73 13,,https://turismoa.euskadi.eus/es/restaurantes/restaurante-erreka-guenes/webtur00-content/es/,1,Restaurante,,,0,0,43.209985,-3.09469,4.6,421.0,https://places.googleapis.com/v1/places/ChIJH3WSuHBXTg0R1Tc1g6erlos/photos/Ab43m-vA2ORTpoxPT1LE5HEN1QjthHHmj031rZd0RQxZoMv0RhaEaYCS0mlBc_OKgmEfUpmpiPI_Uogyjap2G5waUqsCEt3-GMrVrWmgJACrZumJz89ooCFjPdDoJqLdiFfSG1YHi4L63ANFlXu2Kl8sfoWTfi0oQD4sj5YVvQP2RqpwsaOshQYm4wQHAN6rzxtpXXKV3cLBv7PUaRefP_uwCTF4S8tLJxNpdWPfkn8mvr7usTkIxRhFdeiF3b8JEABge9v3t5BtpqLxKEV2oClosgXPfOUbg3GebGEEUFJkq_XIZrX2NUBBThVzkpivi1Z075rVyEjL9F-AXDeeTUNxYfmjlqEo7fUVESWqy8Ja5uBQzH8E1xW70wexc49id9hZoLKGtJqzOfM78hPjZ4uS1gq6NmDqDm4LhZ3JrMYfHR0/media?maxWidthPx=800&key=AIzaSyDWgmDy7HFRh3_Yg8_aqK0K00Ibo52WFC4,1,0
